trp_unarmed_troop|Tropa desarmada
trp_dismounted_thengel_guard_of_rohan_pl|Guardas Thengel Desmontados de Rohan
trp_harad_desert_warrior|Guerreiro de Harad
trp_harad_desert_warrior_pl|Guerreiros de Harad
trp_harad_infantry|Soldado de Infantaria Leve de Harad
trp_harad_infantry_pl|Infantaria Leve de Harad
trp_harad_veteran_infantry|Soldado de Infantaria de Harad
trp_harad_veteran_infantry_pl|Infantaria de Harad 
trp_harad_tiger_guard|Guarda Tigre
trp_harad_tiger_guard_pl|Guardas Tigre
trp_harad_swordsman|Espadachim de Harad 
trp_harad_swordsman_pl|Espadachins de Harad 
trp_harad_lion_guard|Guarda Leão
trp_harad_lion_guard_pl|Guardas Leão
trp_harad_skirmisher|Caçador de Harad
trp_harad_skirmisher_pl|Caçadores de Harad
trp_harad_archer|Arqueiro de Harad 
trp_harad_archer_pl|Arqueiros de Harad 
trp_harad_eagle_guard|Guarda Águia
trp_harad_eagle_guard_pl|Guardas Águia
trp_harondor_scout|Batedor de Harondor 
trp_harondor_scout_pl|Batedores de Harondor 
trp_harondor_rider|Cavaleiro de Harondor 
trp_harondor_rider_pl|Cavaleiros de Harondor 
trp_harondor_light_cavalry|Cavaleiro Leve de Harondor
trp_harondor_light_cavalry_pl|Cavalaria Leve de Harondor
trp_fang_heavy_cavalry|Cavaleiro da Serpente de Ouro
trp_fang_heavy_cavalry_pl|Cavaleiros da Serpente de Ouro
trp_harad_horse_archer|Escaramuçador de Harondor
trp_harad_horse_archer_pl|Escaramuçadores de Harondor
trp_black_snake_horse_archer|Arqueiro á Cavalo de Harondor
trp_black_snake_horse_archer_pl|Arqueiros á Cavalo de Harondor
trp_gold_serpent_horse_archer|Arqueiro Montado da Serpente Negra
trp_gold_serpent_horse_archer_pl|Arqueiros Montados da Serpente Negra
trp_far_harad_tribesman|Tribal de Distante Harad
trp_far_harad_tribesman_pl|Tribais de Distante Harad
trp_far_harad_champion|Campeão de Distante Harad
trp_far_harad_champion_pl|Campeões de Distante Harad
trp_far_harad_panther_guard|Guarda Pantera
trp_far_harad_panther_guard_pl|Guardas Pantera
trp_dunnish_wildman|Selvagem da Terra Parda
trp_dunnish_wildman_pl|Selvagens da Terra Parda
trp_dunnish_warrior|Guerreiro da Terra Parda
trp_dunnish_warrior_pl|Guerreiros da Terra Parda
trp_dunnish_pikeman|Lanceiro da Terra Parda
trp_dunnish_pikeman_pl|Lanceiros da Terra Parda
trp_dunnish_veteran_pikeman|Lanceiro Veterano da Terra Parda
trp_dunnish_veteran_pikeman_pl|Lanceiros Veteranos da Terra Parda
trp_dunnish_raven_rider|Cavaleiro de Crebain Dunnish
trp_dunnish_raven_rider_pl|Cavaleiros de Crebain Dunnish
trp_dunnish_vet_warrior|Guerreiro Veterano da Terra Parda
trp_dunnish_vet_warrior_pl|Guerreiros Veteranos da Terra Parda
trp_dunnish_wolf_warrior|Guerreiro Lobo da Terra Parda
trp_dunnish_wolf_warrior_pl|Guerreiros Lobo da Terra Parda
trp_dunnish_wolf_guard|Guarda Lobo da Terra Parda
trp_dunnish_wolf_guard_pl|Guardas Lobo da Terra Parda
trp_dunnish_chieftan|Cavaleiro Corvo da Terra Parda
trp_dunnish_chieftan_pl|Cavaleiros Corvo da Terra Parda
trp_easterling_youth|Jovem Variag
trp_easterling_youth_pl|Jovens Variags
trp_easterling_warrior|Guerreiro de Khand
trp_easterling_warrior_pl|Guerreiros de Khand
trp_easterling_axeman|Bárbaro Variag
trp_easterling_axeman_pl|Bárbaros Variags
trp_easterling_veteran_axeman|Bárbaro Veterano Variag
trp_easterling_veteran_axeman_pl|Bárbaros Veteranos Variags
trp_easterling_axe_master|Mestre do Machado Variag
trp_easterling_axe_master_pl|Mestres do Machado Variags
trp_easterling_rider|Cavaleiro de Pônei Variag
trp_easterling_rider_pl|Cavaleiros de Pônei Variags
trp_easterling_horseman|Cavalariço Variag
trp_easterling_horseman_pl|Cavalariços Variags
trp_easterling_veteran_horseman|Cavalariço Pesado Variag
trp_easterling_veteran_horseman_pl|Cavalariços Pesados Variags
trp_easterling_horsemaster|Mestre dos Cavalos Variag
trp_easterling_horsemaster_pl|Mestres dos Cavalos Variags
trp_easterling_lance_kataphract|Cataphracta Variag
trp_easterling_lance_kataphract_pl|Cataphractas Variags
trp_khand_glaive_whirler|Turbilhão de Lãminas de Khand
trp_khand_glaive_whirler_pl|Turbilhões de Lãminas de Khand
trp_variag_veteran_glaive_whirler|Turbilhão de Lãminas Veterano de Khand
trp_variag_veteran_glaive_whirler_pl|Turbilhões de Lãminas Veteranos de Khand
trp_khand_glaive_master|Mestre da Alabarda de Khand
trp_khand_glaive_master_pl|Mestres da Alabarda de Khand
trp_variag_pitfighter|Gladiator Variag
trp_variag_pitfighter_pl|Gladiadores Variags
trp_variag_gladiator|Berserker Variag
trp_variag_gladiator_pl|Berserkers Variag
trp_easterling_skirmisher|Lutador Variag
trp_easterling_skirmisher_pl|Lutadores Variag
trp_easterling_veteran_skirmisher|Lutador Veterano Variag
trp_easterling_veteran_skirmisher_pl|Lutadores Veteranos Variags
trp_easterling_elite_skirmisher|Lutador Pesado Variag
trp_easterling_elite_skirmisher_pl|Lutadores Pesados Variags
trp_i1_corsair_youth|Marinheiro de Umbar
trp_i1_corsair_youth_pl|Marinheiros de Umbar
trp_i2_corsair_warrior|Guerreiro de Umbar 
trp_i2_corsair_warrior_pl|Guerreiros de Umbar 
trp_i3_corsair_spearman|Lanceiro de Umbar
trp_i3_corsair_spearman_pl|Lanceiros de Umbar
trp_i4_corsair_raider|Pirata Corsário
trp_i4_corsair_raider_pl|Piratas Corsário
trp_i5_corsair_night_raider|Invasor Noturno Corsário
trp_i5_corsair_night_raider_pl|Invasores Noturnos Corsários
trp_a2_corsair_marine|Marinheiro de Umbar
trp_a2_corsair_marine_pl|Marinheiros de Umbar
trp_a3_corsair_marksman|Atirador de Umbar
trp_a3_corsair_marksman_pl|Atiradores de Umbar
trp_a4_corsair_veteran_marksman|Atirador Veterano de Umbar
trp_a4_corsair_veteran_marksman_pl|Atiradores Veterano de Umbar
trp_a5_corsair_master_marksman|Atirador Mestre Corsário
trp_a5_corsair_master_marksman_pl|Atiradores Mestres Corsários
trp_i3_corsair_swordsman|Espadachim de Umbar
trp_i3_corsair_swordsman_pl|Espadachins de Umbar
trp_i4_corsair_veteran_swordsman|Espadachim Veterano de Umbar
trp_i4_corsair_veteran_swordsman_pl|Espadachins Veteranos de Umbar
trp_i5_corsair_master_swordsman|Mestre da Espada Corsário
trp_i5_corsair_master_swordsman_pl|Mestres da Espada Corsários
trp_a4_corsair_assassin|Assassino Corsário
trp_a4_corsair_assassin_pl|Assassinos Corsários
trp_a5_corsair_master_assassin|Assassino Corsário
trp_a5_corsair_master_assassin_pl|Assassinos Corsários
trp_i4_corsair_veteran_spearman|Lanceiro Veterano de Umbar
trp_i4_corsair_veteran_spearman_pl|Lanceiros Veterano de Umbar
trp_i5_corsair_master_spearman|Mestre Lanceiro de Umbar
trp_i5_corsair_master_spearman_pl|Mestres Lanceiros de Umbar
trp_i5_corsair_master_pikeman|Mestre Piqueiro de Umbar
trp_i5_corsair_master_pikeman_pl|Mestres Piqueiros de Umbar
trp_orc_snaga_of_isengard|Orc Snaga de Isengard
trp_orc_snaga_of_isengard_pl|Orcs Snagas de Isengard
trp_orc_of_isengard|Orc de Isengard
trp_orc_of_isengard_pl|Orcs de Isengard
trp_large_orc_of_isengard|Orc Grande de Isengard
trp_large_orc_of_isengard_pl|Orcs Grandes de Isengard
trp_fell_orc_of_isengard|Orc Caído de Isengard
trp_fell_orc_of_isengard_pl|Orcs Caídos de Isengard
trp_large_orc_despoiler|Orc Grande Saqueador
trp_large_orc_despoiler_pl|Orcs Grandes Saqueadores
trp_fell_orc_despoiler|Orc Caído Saqueador
trp_fell_orc_despoiler_pl|Orcs Caídos Saqueadores
trp_wolf_rider_of_isengard|Cavaleiro de Lobo de Isengard
trp_wolf_rider_of_isengard_pl|Cavaleiros de Lobo de Isengard
trp_warg_rider_of_isengard|Cavaleiro de Warg de Isengard
trp_warg_rider_of_isengard_pl|Cavaleiros de Warg de Isengard
trp_white_hand_rider|Cavaleiro da Mão Branca
trp_white_hand_rider_pl|Cavaleiros da Mão Branca
trp_warg_ghost_1b|Warg
trp_warg_ghost_1b_pl|Wargs
trp_warg_ghost_1c|Warg
trp_warg_ghost_1c_pl|Wargs
trp_warg_ghost_1d|Warg
trp_warg_ghost_1d_pl|Wargs
trp_warg_ghost_a1b|Warg
trp_warg_ghost_a1b_pl|Wargs
trp_warg_ghost_a1c|Warg blindado
trp_warg_ghost_a1c_pl|Wargs Blindados
trp_warg_ghost_a2b|Warg blindado
trp_warg_ghost_a2b_pl|Wargs Blindados
trp_warg_ghost_a2c|Warg blindado
trp_warg_ghost_a2c_pl|Wargs Blindados
trp_warg_ghost_a3a|Warg blindado
trp_warg_ghost_a3a_pl|Wargs Blindados
trp_warg_ghost_h|Warg imenso
trp_warg_ghost_h_pl|Wargs Imensos
trp_uruk_hai_tracker|Uruk Hai Rastreador
trp_uruk_hai_tracker_pl|Uruk Hai Rastreadores
trp_large_uruk_hai_tracker|Uruk Hai Grande Rastreador
trp_large_uruk_hai_tracker_pl|Uruk Hai Grandes Rastreadores
trp_fighting_uruk_hai_tracker|Uruk Hai Lutador Rastreador
trp_fighting_uruk_hai_tracker_pl|Uruk Hai Lutadores Rastreadores
trp_fighting_uruk_hai_berserker|Uruk Hai Lutador Berserker
trp_fighting_uruk_hai_berserker_pl|Uruk Hai Lutadores Berserkers
trp_uruk_snaga_of_isengard|Uruk Hai Recém Nascido
trp_uruk_snaga_of_isengard_pl|Uruk Hai Recém Nascidos
trp_uruk_hai_of_isengard|Uruk Hai de Isengard
trp_uruk_hai_of_isengard_pl|Uruk Hai de Isengard
trp_large_uruk_hai_of_isengard|Uruk Hai Grande de Isengard
trp_large_uruk_hai_of_isengard_pl|Uruk Hai Grandes de Isengard
trp_fighting_uruk_hai_warrior|Uruk Hai Lutador Guerreiro
trp_fighting_uruk_hai_warrior_pl|Uruk Hai Lutadores Guerreiros
trp_fighting_uruk_hai_champion|Uruk Hai Lutador Campeão
trp_fighting_uruk_hai_champion_pl|Uruk Hai Lutadores Campeões
trp_uruk_hai_pikeman|Uruk Hai Lanceiro
trp_uruk_hai_pikeman_pl|Uruk Hai Lanceiros
trp_fighting_uruk_hai_pikeman|Uruk Hai Lutador Lanceiro
trp_fighting_uruk_hai_pikeman_pl|Uruk Hai Lutadores Lanceiros
trp_urukhai_standard_bearer|Uruk Hai Carregador de Estandarte
trp_urukhai_standard_bearer_pl|Uruk Hai Carregadores de Estandarte
trp_uruk_snaga_of_mordor|Uruk Snaga de Mordor
trp_uruk_snaga_of_mordor_pl|Uruk Snagas de Mordor
trp_uruk_of_mordor|Uruk de Mordor
trp_uruk_of_mordor_pl|Uruks de Mordor
trp_large_uruk_of_mordor|Uruk Grande de Mordor
trp_large_uruk_of_mordor_pl|Uruks Grandes de Mordor
trp_fell_uruk_of_mordor|Uruk Caído de Mordor
trp_fell_uruk_of_mordor_pl|Uruks Caídos de Mordor
trp_uruk_slayer_of_mordor|Uruk Matador de Mordor
trp_uruk_slayer_of_mordor_pl|Uruks Matadores de Mordor
trp_fell_uruk_slayer_of_mordor|Uruk Caído Matador de Mordor
trp_fell_uruk_slayer_of_mordor_pl|Uruks Caídos Matadores de Mordor
trp_black_uruk_of_barad_dur|Uruk Negro de Barad Dur
trp_black_uruk_of_barad_dur_pl|Uruks Negros de Barad Dur
trp_uruk_mordor_standard_bearer|Uruk Carregador de Estandarte de Mordor
trp_uruk_mordor_standard_bearer_pl|Uruks Carregadores de Estandarte de Mordor
trp_troll_of_moria|Troll da Caverna
trp_troll_of_moria_pl|Trolls da Caverna
trp_armoured_troll|Troll Blindado
trp_armoured_troll_pl|Trolls Blindados
trp_olog_hai|Olog Hai de Mordor
trp_olog_hai_pl|Olog Hai de Mordor
trp_ent|Ent
trp_ent_pl|Ents
trp_orc_snaga_of_guldur|Snaga Orc de Dol Guldur
trp_orc_snaga_of_guldur_pl|Snagas Orc de Dol Guldur
trp_orc_of_guldur|Rastreador Orc de Dol Guldur
trp_orc_of_guldur_pl|Rastreadores Orc de Dol Guldur
trp_orc_snaga_of_mordor|Orc Snaga de Mordor
trp_orc_snaga_of_mordor_pl|Orcs Snagas de Mordor
trp_orc_of_mordor|Orc de Mordor
trp_orc_of_mordor_pl|Orcs de Mordor
trp_large_orc_of_mordor|Orc Grande de Mordor
trp_large_orc_of_mordor_pl|Orcs Grandes de Mordor
trp_fell_orc_of_mordor|Orc Caído de Mordor
trp_fell_orc_of_mordor_pl|Orcs Caídos de Mordor
trp_warg_rider_of_gorgoroth|Cavaleiro de Warg de Gorgoroth
trp_warg_rider_of_gorgoroth_pl|Cavaleiros de Warg de Gorgoroth
trp_great_warg_rider_of_mordor|Cavaleiro de Warg Grande de Udun
trp_great_warg_rider_of_mordor_pl|Cavaleiros de Warg Grande de Udun
trp_morgul_orc|Orc de Minas Morgul
trp_morgul_orc_pl|Orcs de Minas Morgul
trp_fell_morgul_orc|Orc Caído de Minas Morgul
trp_fell_morgul_orc_pl|Orcs Caídos de Minas Morgul
trp_orc_tracker_of_mordor|Rastreador Grande Orc de Dol Guldur
trp_orc_tracker_of_mordor_pl|Rastreadores Grandes Orc de Dol Guldur
trp_fell_orc_tracker_of_mordor|Rastreador Caído Orc de Dol Guldur
trp_fell_orc_tracker_of_mordor_pl|Rastreadores Caídos Orc de Dol Guldur
trp_orc_archer_of_mordor|Orc Arqueiro de Mordor
trp_orc_archer_of_mordor_pl|Orcs Arqueiros de Mordor
trp_large_orc_archer_of_mordor|Orc Grande Arqueiro de Mordor
trp_large_orc_archer_of_mordor_pl|Orcs Grandes Arqueiros de Mordor
trp_fell_orc_archer_of_mordor|Orc Caído Arqueiro de Mordor
trp_fell_orc_archer_of_mordor_pl|Orcs Caídos Arqueiros de Mordor
trp_c3_wolf_rider_of_moria|Cavaleiro de Lobo de Moria
trp_c3_wolf_rider_of_moria_pl|Cavaleiros de Lobo de Moria
trp_c4_warg_rider_of_moria|Cavaleiro de Warg de Moria
trp_c4_warg_rider_of_moria_pl|Cavaleiros de Warg de Moria
trp_c5_bolg_clan_rider|Cavaleiro do Clan Bolg
trp_c5_bolg_clan_rider_pl|Cavaleiros do Clan Bolg
trp_i1_snaga_of_moria|Snaga de Moria
trp_i1_snaga_of_moria_pl|Snagas de Moria
trp_i2_goblin_of_moria|Goblin de Moria
trp_i2_goblin_of_moria_pl|Goblins de Moria
trp_i3_large_goblin_of_moria|Goblin Grande de Moria
trp_i3_large_goblin_of_moria_pl|Goblins Grandes de Moria
trp_i4_fell_goblin_of_moria|Goblin Caído de Moria
trp_i4_fell_goblin_of_moria_pl|Goblins Caídos de Moria
trp_a2_archer_snaga_of_moria|Arqueiro Goblin de Moria
trp_a2_archer_snaga_of_moria_pl|Arqueiros Goblin de Moria
trp_a3_large_goblin_archer_of_moria|Goblin Grande Arqueiro de Moria
trp_a3_large_goblin_archer_of_moria_pl|Goblins Grandes Arqueiros de Moria
trp_a4_fell_goblin_archer_of_moria|Goblin Caído Arqueiro de Moria
trp_a4_fell_goblin_archer_of_moria_pl|Goblins Caídos Arqueiros de Moria

trp_i1_goblin_gundabad|Goblin de Gundabad
trp_i1_goblin_gundabad_pl|Goblins de Gundabad
trp_i2_orc_gundabad|Orc de Gundabad
trp_i2_orc_gundabad_pl|Orcs de Gundabad
trp_i3_orc_fighter_gundabad|Orc Lutador de Gundabad
trp_i3_orc_fighter_gundabad_pl|Orcs Lutadores de Gundabad
trp_i4_fell_orc_warrior_gundabad|Guerreiro Orc Gundabad
trp_i4_fell_orc_warrior_gundabad_pl|Guerreiros Orc Gundabad
trp_i4_orc_beserker_gundabad|Orc Frenético Gundabad
trp_i4_orc_beserker_gundabad_pl|Orcs Frenéticos Gundabad
trp_ca4_warg_skirmisher_gundabad|Escaramuçador Gundabad
trp_ca4_warg_skirmisher_gundabad_pl|Escaramuçadores Gundabad 
trp_ca5_goblin_north_clan_skirmisher|Escaramuçador Goblin do Clã do Norte
trp_ca5_goblin_north_clan_skirmisher_pl|Escaramuçadores Goblin do Clã do Norte
trp_c3_goblin_rider_gundabad|Goblin Cavaleiro de Gundabad
trp_c3_goblin_rider_gundabad_pl|Goblins Cavaleiros de Gundabad
trp_c4_warg_rider_gundabad|Cavaleiro de Warg de Gundabad
trp_c4_warg_rider_gundabad_pl|Cavaleiros de Warg de Gundabad
trp_c5_goblin_north_clan_rider|Goblin Cavaleiro Nortenho
trp_c5_goblin_north_clan_rider_pl|Goblin Cavaleiros Nortenhos
trp_mountain_goblin|Goblin das Montanhas
trp_mountain_goblin_pl|Goblins das Montanhas
trp_tribal_orc|Orc Tribal
trp_tribal_orc_pl|Orcs tribais
trp_tribal_orc_warrior|Orc Tribal Guerreiro
trp_tribal_orc_warrior_pl|Orcs Tribais Guerreiros
trp_i5_orc_champion_gundabad|Campeão Orc Gundabad
trp_i5_orc_champion_gundabad_pl|Campeões Orc Gundabad
trp_black_numenorean_renegade|Numenoriano Negro Renegado
trp_black_numenorean_renegade_pl|Numenorianos Negros Renegados
trp_black_numenorean_warrior|Numenoriano Negro Guerreiro
trp_black_numenorean_warrior_pl|Numenorianos Negros Guerreiros
trp_black_numenorean_veteran_warrior|Numenoriano Negro Guerreiro Veterano
trp_black_numenorean_veteran_warrior_pl|Numenorianos Negros Guerreiros Veteranos
trp_black_numenorean_champion|Numenoriano Negro Campeão
trp_black_numenorean_champion_pl|Numenorianos Negros Campeões
trp_black_numenorean_assassin|Numenoriano Negro Assassino
trp_black_numenorean_assassin_pl|Numenorianos Negros Assassinos
trp_black_numenorean_veteran_horseman|Numenoriano Negro Cavalariço
trp_black_numenorean_veteran_horseman_pl|Numenorianos Negros Cavalariços
trp_black_numenorean_horsemaster|Numenoriano Negro Mestre dos Cavalos
trp_black_numenorean_horsemaster_pl|Numenorianos Negros Mestres dos Cavalos
trp_noldorin_commander|Noldorin Comandante
trp_noldorin_commander_pl|Noldorin Comandantes
trp_elf_captain_of_lothlorien|Elfo Capitão de Lothlorien
trp_elf_captain_of_lothlorien_pl|Elfos Capitães de Lothlorien
trp_lothlorien_lieutenant|Tenente de Lothlorien
trp_lothlorien_lieutenant_pl|Tenentes de Lothlorien
trp_elf_captain_of_mirkwood|Elfo Capitão de Greenwood
trp_elf_captain_of_mirkwood_pl|Elfos Capitães de Greenwood
trp_mirkwood_lieutenant|Tenente de Greenwood
trp_mirkwood_lieutenant_pl|Tenentes de Greenwood
trp_elf_captain_of_rivendell|Elfo Capitão de Valfenda
trp_elf_captain_of_rivendell_pl|Elfos Capitães de Valfenda
trp_rivendell_lieutenant|Tenente de Valfenda
trp_rivendell_lieutenant_pl|Tenentes de Valfenda
trp_lieutenant_of_rohan|Tenente de Rohan
trp_lieutenant_of_rohan_pl|Tenentes de Rohan
trp_captain_of_rohan|Capitão de Rohan
trp_captain_of_rohan_pl|Capitães de Rohan
trp_high_captain_of_rohan|Alto Capitão de Rohan
trp_high_captain_of_rohan_pl|Altos Capitães de Rohan
trp_lieutenant_of_isengard|Tenente de Isengard
trp_lieutenant_of_isengard_pl|Tenentes de Isengard
trp_captain_of_isengard|Capitão de Isengard
trp_captain_of_isengard_pl|Capitães de Isengard
trp_high_captain_of_isengard|Alto Capitão de Isengard
trp_high_captain_of_isengard_pl|Altos Capitães de Isengard
trp_lieutenant_of_mordor|Tenente de Mordor
trp_lieutenant_of_mordor_pl|Tenentes de Mordor
trp_captain_of_mordor|Capitão de Mordor
trp_captain_of_mordor_pl|Capitães de Mordor
trp_high_captain_of_mordor|Alto Capitão de Mordor
trp_high_captain_of_mordor_pl|Altos Capitães de Mordor
trp_easterling_chieftain|Chefe Variag
trp_easterling_chieftain_pl|Chefes Variags
trp_easterling_lieutenant|Variag War Priest
trp_easterling_lieutenant_pl|Variag War Priests
trp_harad_chieftain|Chefe de Harad
trp_harad_chieftain_pl|Chefes de Harad
trp_harad_lieutenant|Tenente de Harad
trp_harad_lieutenant_pl|Tenentes de Harad
trp_black_numenorean_captain|Numenoriano Negro Capitão
trp_black_numenorean_captain_pl|Numenorianos Negros Capitães
trp_black_numenorean_lieutenant|Numenoriano Negro Tenente
trp_black_numenorean_lieutenant_pl|Numenorianos Negros Tenentes
trp_dunnish_night_wolf|Lobo da Noite Dunland
trp_dunnish_night_wolf_pl|Lobos da Noite Dunland
trp_dunnish_lieutenant|da Terra Parda Hetman
trp_dunnish_lieutenant_pl|da Terra Parda Hetmen
trp_goblin_chieftain|Goblin Chefe
trp_goblin_chieftain_pl|Goblins Chefes
trp_captain_of_gondor|Capitão de Gondor
trp_captain_of_gondor_pl|Capitães de Gondor
trp_nobleman|Nobre
trp_nobleman_pl|Nobres
trp_gondor_agent|Agente de Gondor
trp_gondor_agent_pl|Agentes de Gondor
trp_rohan_agent|Agente de Rohan
trp_rohan_agent_pl|Agentes de Rohan
trp_mordor_agent|Agente de Mordor
trp_mordor_agent_pl|Agentes de Mordor
trp_isengard_agent|Agente de Isengard
trp_isengard_agent_pl|Agentes de Isengard
trp_looter|Saqueador
trp_looter_pl|Saqueadores
trp_bandit|Bandido
trp_bandit_pl|Bandidos
trp_brigand|Salteador
trp_brigand_pl|Salteadores
trp_mountain_bandit|Bandido da Montanha
trp_mountain_bandit_pl|Bandidos da Montanha
trp_forest_bandit|Bandido da Floresta
trp_forest_bandit_pl|Bandidos da Floresta
trp_sea_raider|Invasor Marítimo
trp_sea_raider_pl|Invasores Marítimos
trp_steppe_bandit|Bandido das Estepes
trp_steppe_bandit_pl|Bandidos das Estepes
trp_manhunter|Caçador de Homens
trp_manhunter_pl|Caçadores de Homens
trp_kidnapped_girl|Menina Sequestrada
trp_kidnapped_girl_pl|Meninas Sequestradas
trp_refugee|Refugiado
trp_refugee_pl|Refugiados
trp_peasant_woman|Mulher
trp_peasant_woman_pl|Mulheres
trp_caravan_master|Mestre de Caravana
trp_caravan_master_pl|Mestres de Caravana
trp_caravan_guard|Guarda de Caravana
trp_caravan_guard_pl|Guardas de Caravana
trp_messenger_man|Mensageiro
trp_messenger_man_pl|Mensageiros
trp_messenger_elf|Mensageiro
trp_messenger_elf_pl|Mensageiros
trp_messenger_dwarf|Mensageiro
trp_messenger_dwarf_pl|Mensageiros
trp_messenger_orc|Mensageiro
trp_messenger_orc_pl|Mensageiros
trp_messenger_evil_man|Mensageiro
trp_messenger_evil_man_pl|Mensageiros
trp_town_walker_1|Cidadão
trp_town_walker_1_pl|Cidadãos
trp_town_walker_2|Cidadã
trp_town_walker_2_pl|Cidadãs
trp_village_walker_1|Aldeão
trp_village_walker_1_pl|Aldeões
trp_village_walker_2|Aldeão
trp_village_walker_2_pl|Aldeões
trp_spy_walker_1|Cidadão
trp_spy_walker_1_pl|Cidadãos
trp_spy_walker_2|Cidadã
trp_spy_walker_2_pl|Cidadãs
trp_walker_man_gondor_black|Cidadão de Gondor
trp_walker_man_gondor_white|Cidadão de Gondor
trp_walker_man_gondor_blue|Cidadão de Gondor
trp_walker_man_gondor_green|Cidadão de Gondor
trp_walker_man_rohan_t|Cidadão de Rohan
trp_walker_man_rohan_d|Cidadão de Rohan
trp_walker_woman_rohan_t|Cidadã de Rohan
trp_walker_woman_rohan_d|Cidadã de Rohan
trp_walker_woman_gondor_b|Mulher de Gondor
trp_walker_woman_gondor_bw|Mulher de Gondor
trp_walker_woman_gondor_w|Nobre de Gondor
trp_ramun_the_slave_trader|Ramun O Vendedor de Escravos
trp_guide|Jimmy Rápido
trp_galeas|Galeas
trp_farmer_from_bandit_village|Fazendeiro
trp_farmer_from_bandit_village_pl|Fazendeiros
trp_trainer_1|Treinador
trp_trainer_2|Treinador
trp_trainer_3|Treinador
trp_trainer_4|Treinador
trp_trainer_gondor|Treinador
trp_trainer_rohan|Treinador
trp_trainer_dale|Treinador
trp_trainer_elf|Treinador
trp_trainer_beorn|Treinador
trp_trainer_dwarf|Treinador
trp_trainer_mordor|Treinador
trp_trainer_isengard|Treinador
trp_trainer_khand|Treinador
trp_trainer_rhun|Treinador
trp_trainer_harad|Treinador
trp_trainer_umbar|Treinador
trp_ransom_broker_1|Negociador de Resgates
trp_ransom_broker_2|Negociador de Resgates
trp_ransom_broker_3|Negociador de Resgates
trp_ransom_broker_4|Negociador de Resgates
trp_ransom_broker_5|Negociador de Resgates
trp_ransom_broker_6|Negociador de Resgates
trp_ransom_broker_7|Negociador de Resgates
trp_ransom_broker_8|Negociador de Resgates
trp_ransom_broker_9|Negociador de Resgates
trp_ransom_broker_10|Negociador de Resgates
trp_tavern_traveler_1|Viajante
trp_tavern_traveler_2|Viajante
trp_tavern_traveler_3|Viajante
trp_tavern_traveler_4|Viajante
trp_tavern_traveler_5|Viajante
trp_tavern_traveler_6|Viajante
trp_tavern_traveler_7|Viajante
trp_tavern_traveler_8|Viajante
trp_tavern_traveler_9|Viajante
trp_tavern_traveler_10|Viajante
trp_tavern_minstrel_1|Menestrel
trp_npc1|Mablung
trp_npc2|Cirdil
trp_npc3|Ulfas
trp_npc4|Galmyne
trp_npc5|Glorfindel
trp_npc6|Luevanna
trp_npc7|Kili Dedouro
trp_npc8|Faniul
trp_npc9|Gulm
trp_npc10|Durgash
trp_npc11|Ufthak
trp_npc12|Gorbag
trp_npc13|Lykyada
trp_npc14|Fuldimir
trp_npc15|Bolzog
trp_npc16|Varfang
trp_npc17|Dimborn
trp_gondor_lord|Regente Denethor
trp_gondor_lord_pl|Regente
trp_rohan_lord|Rei Theoden
trp_rohan_lord_pl|Senhor dos Cavalos
trp_isengard_lord|Saruman
trp_isengard_lord_pl|Senhor do Isen
trp_mordor_lord|Boca de Sauron
trp_mordor_lord_pl|Emissário da Escuridão
trp_harad_lord|Chefe Ul-Ulcari
trp_harad_lord_pl|Chefe
trp_rhun_lord|Jarl Helcaroth
trp_rhun_lord_pl|Jarl
trp_khand_lord|Shibh Krukmahur
trp_khand_lord_pl|Shibh
trp_umbar_lord|Almirante Tulmir
trp_umbar_lord_pl|Almirante
trp_lorien_lord|Senhora Galadriel
trp_lorien_lord_pl|Senhora da Luz
trp_imladris_lord|Soberano Elrond
trp_imladris_lord_pl|Abóboda de Estrelas
trp_woodelf_lord|Rei Thranduil
trp_woodelf_lord_pl|Senhor da Floresta das Trevas
trp_moria_lord|Mestre Bolg o Menor
trp_moria_lord_pl|Flagelo
trp_guldur_lord|Mestre Fuinur
trp_guldur_lord_pl|Mestre
trp_gundabad_lord|Mestre Burza Krual
trp_gundabad_lord_pl|Mestre
trp_dale_lord|Rei Brand
trp_dale_lord_pl|Senhor de Valle
trp_dwarf_lord|Rei Dain II Ironfoot
trp_dwarf_lord_pl|Senhor das Montanhas Sombrias
trp_dunland_lord|Chefe Daeglaf O Negro
trp_dunland_lord_pl|Chefe
trp_beorn_lord|Chefe Grimbeorn o Velho
trp_beorn_lord_pl|Chefe
trp_lorien_marshall|Celeborn
trp_pippin_notmet|Pequenino
trp_merry_notmet|Pequenino
trp_pippin|Pippin
trp_merry|Merry
trp_knight_1_1|Angbor o Destemido
trp_knight_1_2|Húrin das Chaves
trp_knight_1_3|Príncipe Imrahil
trp_knight_1_4|Orthalion
trp_knight_1_5|Duinhir
trp_knight_1_6|Hirluin o Justo
trp_knight_1_7|Faramir
trp_knight_1_8|Forlong o Gordo
trp_knight_1_9|Grimbold
trp_knight_1_10|Erkenbrand
trp_knight_1_11|Elmelfo
trp_knight_1_12|Hama
trp_knight_1_13|Gamling
trp_knight_1_14|Éomer
trp_knight_1_15|Ugluk
trp_knight_1_16|Mauhur
trp_knight_1_17|Mog O Sete Dedos
trp_knight_1_18|Hushnak Pernas Longas
