itm_horse_meat|Koňské maso
; itm_eagle_guard_spear|Harasjala Polearm
; itm_harad_long_shield_a|Harad Leopard Shield
; itm_harad_long_shield_b|Harad Bronze Shield
; itm_harad_long_shield_c|Harad Sun Shield
; itm_harad_long_shield_d|Harad Snake Shield
; itm_harad_long_shield_e|Harad Snake Shield
; itm_harad_shield_a|Harondor Shield
; itm_harad_shield_b|Harondor Buckler
; itm_harad_shield_c|Harondor Buckler
; itm_harad_tribal_a|Far Harad Shield
; itm_harad_tribal_b|Far Harad Shield
; itm_harad_yellow_shield|Harad Shield
itm_desert_boots|Pouštní boty
itm_harad_leather_greaves|Haradske naholeniky
; itm_harad_scale_greaves|Harad Boots
; itm_harad_lamellar_greaves|Harad Boots
; itm_khand_helmet_a1|Khand Helm With Camail
; itm_khand_helmet_a2|Khand Helm
; itm_khand_helmet_a3|Khand Veiled Helm
; itm_khand_helmet_b1|Khand Decorated Helm
; itm_khand_helmet_b2|Khand Masked Helm
; itm_khand_helmet_b3|Khand Veiled Helm
; itm_khand_helmet_b4|Khand Helm With Camail
; itm_khand_helmet_c3|Khand Infantry Helm
; itm_khand_helmet_c4|Khand Infantry Helm
; itm_khand_helmet_d1|Khand Masked Helm
; itm_khand_helmet_d2|Khand Helm With Camail
; itm_khand_helmet_d3|Khand Masked Helm
; itm_khand_helmet_e1|Khand Veiled Helm
; itm_khand_helmet_e2|Khand Helm With Camail
; itm_khand_helmet_e3|Khand Helm
; itm_khand_helmet_e4|Khand Veiled Helm
; itm_khand_helmet_f1|Khand Veiled Helm
; itm_khand_helmet_mask1|Khand Mask
; itm_khand_helmet_mask2|Khand Mask
; itm_khand_light|Khand Kilt
; itm_khand_foot_lam_a|Khand Armor
; itm_khand_foot_lam_b|Khand Armor
; itm_khand_foot_lam_c|Khand Armor
; itm_khand_heavy_lam|Khand Heavy Lamellar
; itm_khand_light_lam|Khand Light Lamellar
; itm_khand_med_lam_b|Khand Medium Lamellar
; itm_khand_med_lam_c|Khand Medium Lamellar
; itm_khand_med_lam_d|Khand Medium Lamellar
; itm_khand_noble_lam|Khand Noble Armor
itm_variag_greaves|Variazske naholeniky
; itm_khand_axe_great|Khand Great Axe
; itm_khand_axe_winged|Khand Winged Axe
; itm_khand_halberd|Khand Halberd
; itm_khand_trident|Khand Trident
; itm_khand_voulge|Khand Voulge
; itm_khand_mace1|Khand Mace
; itm_khand_mace2|Khand Mace
; itm_khand_mace_spiked|Khand Spiked Mace
; itm_khand_rammace|Khand Ram Mace
; itm_khand_pitsword|Pit Fighter Sword
; itm_khand_tulwar|Khand Tulwar
; itm_khand_2h_tulwar|Khand Tulwar
; itm_khand_lance|Khand Lance
; itm_easterling_round_horseman|Easterling Round Shield
; itm_variag_gladiator_shield|Variag Gladiator Shield
; itm_easterling_hawk_shield|Easterling Hawk Shield
; itm_rhun_bull1_shield|Rhun Shield
; itm_rhun_bull2_shield|Rhun Shield
; itm_rhun_bull3_shield|Rhun Shield
; itm_furry_boots|Furry Boots
; itm_rhun_armor_a|Rhun Light Battlewear
; itm_rhun_armor_b|Rhun Light Battlewear
; itm_rhun_armor_d|Rhun Light Battlewear
; itm_rhun_armor_g|Rhun Heavy Battlewear
; itm_rhun_armor_h|Rhun Heavy Battlewear
; itm_rhun_armor_j|Rhun Medium Battlewear
; itm_rhun_armor_m|Rhun Medium Battlewear
; itm_rhun_armor_n|Rhun Medium Battlewear
; itm_rhun_armor_o|Rhun Medium Battlewear
; itm_rhun_armor_p|Rhun Noble Armor
; itm_rhun_armor_k|Rhun Noble Armor
; itm_rhun_helm_a|Rhun Barbed Helm
; itm_rhun_helm_b|Rhun Barbed Helm Camail
; itm_rhun_helm_c|Rhun Horde Helm
; itm_rhun_helm_e|Rhun Horde Horned Helm
; itm_rhun_helm_g|Rhun Horned Pot
; itm_rhun_helm_h|Rhun Horned Pot
; itm_rhun_helm_i|Rhun Round Helm
; itm_rhun_helm_j|Rhun Round Masked Helm
; itm_rhun_helm_k|Rhun Leather Helm
; itm_rhun_helm_l|Rhun Leather Helm
; itm_rhun_helm_m|Rhun Leather Helm
; itm_rhun_helm_n|Rhun Chieftain Helm
; itm_rhun_helm_o|Rhun Chieftain Helm
; itm_rhun_greataxe|Rhun Great Axe
; itm_rhun_battleaxe|Rhun Battle Axe
; itm_rhun_falchion|Savage Falchion\t\t\t\t\t\t\t\t 
; itm_rhun_glaive|Rhun Glaive

; itm_rhun_greatfalchion|Savage Great Falchion\t\t\t\t\t\t\t\t\t\t\t
; itm_rhun_greatsword|Savage Great Sword
; itm_rhun_shortsword|Savage Shortsword

; itm_rhun_sword|Savage Sword\t\t\t\t\t\t   
; itm_rhun_shield|Rhun Kite Shield
; itm_dale_light_a|Dale Militia Jacket

; itm_dale_light_b|Northmen Light Lamellar

; itm_dale_med_a|Northmen Heavy Lamellar

; itm_dale_med_b|Dale Leather Armor

; itm_dale_med_c|Dale Leather Over Mail

; itm_dale_med_d|Dale Lamellar Armor

; itm_dale_heavy_a|Dale Lamellar Over Mail

; itm_dale_heavy_b|Dale Plated Coat

; itm_dale_heavy_c|Rhovanion Mail

; itm_dale_armor_l|Dale Noble Gorget

itm_dale_helmet_a|Dolska lehka pechotni helma

; itm_dale_helmet_b|Dale Light Archer Helm

itm_dale_helmet_c|Dolska pechotni helma

; itm_dale_helmet_d|Dale Archer Helm

; itm_dale_helmet_e|Barding Helm

; itm_dale_helmet_f|Barding Helm

itm_dale_sword|Dolsky kratky mec
itm_dale_sword_long|Dolsky dlouhy mec
itm_dale_sword_broad|Dolsky siroky mec
itm_dale_pike|Dolské kopí
; itm_dale_billhook|Dale Billhook
; itm_dale_shield_a|Dale Tower Shield

; itm_dale_shield_b|Dale Tower Shield

; itm_dale_shield_c|Dale Round Shield
itm_dale_shield_d|Dolský štít
; itm_umb_armor_a|Corsair Leather Armor

; itm_umb_armor_b|Corsair Raider Armor

; itm_umb_armor_c|Corsair Padded Armor

; itm_umb_armor_d|Corsair Padded Raider Armor

; itm_umb_armor_e|Corsair Hauberk

; itm_umb_armor_f|Corsair Heavy Raider Armor

; itm_umb_helm_a|Corsair Shell Helm

; itm_umb_helm_b|Corsair Shell Helm

; itm_umb_helm_c|Corsair Militia Helm

; itm_umb_helm_d|Corsair Raider Helm

; itm_umb_helm_e|Corsair High Helm

; itm_umb_helm_f|Corsair High Helm

; itm_umb_hood|Black Hood

; itm_corsair_boots|Corsair Boots
; itm_umb_shield_a|Corsair Buckler
; itm_umb_shield_b|Corsair Buckler
; itm_umb_shield_c|Corsair Buckler
; itm_umb_shield_d|Corsair Buckler
; itm_umb_shield_e|Corsair Buckler
; itm_umbar_cutlass|Umbar Cutlass
; itm_kraken|Kraken Cutlass
; itm_umbar_rapier|Umbar Boarding Sword

; itm_corsair_harpoon|Corsair Harpoon
; itm_corsair_sword|Corsair Eket

; itm_corsair_throwing_dagger|Crooked Throwing Daggers\t\t\t\t\t\t\t\t\t
; itm_umbar_pike|Umbar Pike
; itm_woodman_tunic|Woodmen Tunic

; itm_woodman_scout|Woodmen Scout Cape\t\t\t\t\t\t\t\t\t
; itm_woodman_padded|Woodmen Padded Armor
; itm_beorn_tunic|Beorning Tunic
itm_beorn_padded|Meddedovska prosivanice
itm_beorn_heavy|Meddedovska tezka zbroj
; itm_beorn_berserk|Beorning Berserker Kit
; itm_beorn_chief|Beorning Chieftan's Tunic

; itm_beorn_helmet|Bear Skullcap
; itm_beorn_shield|Northmen Shield
itm_beorn_axe|Meddedovska sekyra
; itm_beorn_staff|Woodmen Staff
; itm_beorn_battle_axe|Beorning War Axe
; itm_dwarf_shield_a|Dwarven Angular Shield

; itm_dwarf_shield_b|Dwarven Tower Shield

; itm_dwarf_shield_c|Dwarven Fighting Shield

; itm_dwarf_shield_d|Dwarven Round Shield

itm_north_round_shield|Trpaslici stit

itm_free_dwarf_shield_g|Trpaslici stit

itm_free_dwarf_shield_i|Trpaslici stit

itm_free_dwarf_shield_j|Trpaslici stit

itm_free_dwarf_shield_k|Trpaslici stit

; itm_woodmen_heavy|Mirkwood Armor

itm_dwarf_sword_a|Trpasličí meč

; itm_dwarf_sword_b|Beorning Shortsword
itm_dwarf_sword_c|Trpasličí meč
itm_dwarf_sword_d|Trpasličí meč

; itm_dwarf_battle_axe|Dwarf Battle Axe

itm_dwarf_great_axe|Trpasličí velká sekera

; itm_dwarf_great_mattock|Dwarf Great Mattock

; itm_dwarf_great_pick|Dwarf Great Pick

; itm_dwarf_war_pick|Dwarf War Pick

; itm_dwarf_mattock|Dwarf Mattock

itm_dwarf_hand_axe|Trpasličí krátká sekera

itm_dwarf_throwing_axe|Trpasličí vrhací sekera

itm_dwarf_spear|Trpasličí kopí

itm_dwarf_spear_b|Trpasličí píka

; itm_dwarf_spear_c|Dwarf Longaxe

; itm_dwarf_helm_coif|Dwarf Coif

; itm_dwarf_nasal_b|Dwarf Nasal Helm

; itm_north_skullcap|North Skullcap

; itm_dwarf_helm_kettle|Dwarf Kettle Helm

; itm_dwarf_helm_fris|Dwarf Frisian Helm

; itm_north_leather_skullcap|North Light Skullcap

; itm_dwarf_hood|Dwarf Hood

; itm_dwarf_nasal|Dwarf Nasal Tophelm

; itm_north_nasal_helm|North Nasal Helm

itm_dwarf_helm_p|Trpasličí královská helma

; itm_dwarf_miner|Dwarf Light Helm

; itm_north_chieftain|North Chieftain Helm

; itm_dwarf_helm_round|Dwarf Round Helm

; itm_free_dwarf_helm_v|Dwarf Chain Sallet

; itm_dwarf_helm_sallet|Dwarf Sallet

; itm_dwarf_armor_a|Erebor Mail

; itm_leather_dwarf_armor|Dwarven Pad over Mail

; itm_dwarf_armor_b|Erebor Scale

; itm_leather_dwarf_armor_b|Dwarven Pad over Tunic

; itm_dwarf_armor_c|Dwarven Scale over Mail

; itm_dwarf_vest|Dwarven Tunic

; itm_dwarf_vest_b|Iron Hills Mail
; itm_dwarf_pad_boots|Dwarven Padded Boots
; itm_dwarf_chain_boots|Dwarven Mail Chausses
; itm_dwarf_scale_boots|Dwarven Scale Boots
; itm_good_mace|Mace
; itm_far_harad_shield_paint|Wicker Shield
; itm_nazgulrobe|Nazgul Robe

itm_mordor_banner|Zastava Mordoru
itm_isengard_banner|Zastava Zelezneho pasu
itm_woodelf_banner|Zastava Temneho hvozdu
itm_lorien_banner|Zastava Lothlorienu
itm_imladris_banner|Zastava Roklinky
; itm_gondor_lance_banner|Gondor Lance With Banner
; itm_amroth_lance_banner|Dol Amroth Lance With Banner
; itm_rohan_lance_banner_sun|Rohan Lance With Sun Banner
; itm_rohan_lance_banner_horse|Rohan Lance With Horse Banner
; itm_ent_body|Ent Body
; itm_ent_head_helm|Ent Head
; itm_ent_head_helm2|Ent Head
; itm_ent_head_helm3|Ent Head
; itm_ent_feet_boots|Ent Feet
; itm_ent_hands|Ent Hands
itm_galadriel|Galadrielin sat
; itm_ent_water|Strange bowl of water
itm_map|Mapy Stredozeme
itm_athelas_reward|Rostlinka Athelasu
itm_phial_reward|Galadrielino svetlo
itm_scroll_reward|O pádu Gondolinu
; itm_hammer_reward|Smith's Hammer
; itm_khand_knife_reward|Khand Sacrificial Knife
; itm_angmar_whip_reward|Master's Whip
itm_horn_gondor_reward|Gondorsky roh
; itm_harad_totem_reward|Harad Totem
itm_elven_amulet_reward|Elfi amulet
; itm_torque_reward|Evil Torque
; itm_orc_brew|Orc Brew
itm_rohan_saddle|Thengelovo sedlo
itm_mearas_reward|Mearhsky hrebec
itm_sword_of_arathorn|Arathornuv mec
; itm_riv_armor_reward|Rivendell Decorated Armor
; itm_westernesse1h_reward|Sword of Westernesse
; itm_westernesse2h_reward|Sword of The Great Serpent
; itm_mirkwood_sword_reward|Greenwood Relic Sword
; itm_nazgul_sword|Nazgul Sword
; itm_cooking_cauldron|Cooking Cauldron
itm_eorl_cavalry_sword|Eorluv mec
itm_garlic_reward|Česnek
itm_silmarillion_reward|Silmarillion
itm_herbarium_reward|Herbar Stredozeme
; itm_book_of_moria|Book of Mazarbul
; itm_ring_a_reward|Tulcarisil
; itm_ring_b_reward|Finwarisil
itm_dale_bow_reward|Barduv luk
; itm_explosive_reward|Isengard Mine
itm_corsair_trident|Trojzubec mořského hněvu
; itm_crebain_reward|Isengard Crebain
itm_miruvor_reward|Lahev Miruvoru
itm_wheeled_cage|Obří klec na kolech
; itm_orc_throwing_axes_reward|Gundabad Flying Axes
itm_corsair_throwing_dagger_reward|Otrávené vrhací dýky
itm_dwarf_shield_reward|Mithrilový trpasličí štít
itm_dwarf_great_axe_reward|Trpasličí ostrá sekera
; itm_isen_uruk_heavy_reward|Uruk-hai General Armor
; itm_lorien_bow_reward|Noldorin Bow
; itm_lorien_sword_reward|Galadhrim Sword
; itm_dale_sword_reward|Marchwarden Sword

; itm_dale_armor_reward|Dale Noblemen Mail
itm_leather_gloves_reward|Lovecké rukavice
; itm_beorn_shield_reward|Beorning Shield
; itm_beorn_axe_reward|Bear Club
; itm_moria_arrow_reward|Moria Poisoned Arrows
; itm_khamul_helm|Helm of Khamul
itm_gandstaff|Carodejova hul
itm_sarustaff|Carodejova hul
; itm_rohan_armor_th|Rohan Royal Armor
itm_denethor_robe|Spravcovo rouchu
; itm_prisoner_coll_chain|Prisoner Chains
; itm_witchking_helmet|Wicked Helm
; itm_lorien_royal_armor|Lorien Royal Armor
; itm_feet_chains|Feet Chains
; itm_feet_chains_dwarf|Feet Chains
itm_spider|Pavouk
itm_bear|Medvěd
itm_wolf|Vlk
; itm_defiled_armor_gondor|Defiled Gondor Leader's Surcoat
; itm_defiled_armor_rohan|Defiled Rohan Hauberk
; itm_defiled_armor_dale|Defiled Dale Noble Armor
itm_beorn_axe_no_attack|Meddedovska sekyra
