str_yes|Sim.
str_npc14_backstory_response_2|Eu já tive o bastante disso.
str_npc15_backstory_response_2|Bah! Eu preciso de lutadores, não skulkers.
str_npc16_backstory_response_2|Eu já tive o bastante disso.
str_npc17_backstory_response_2|Não me desculpe. Nós vamos à guerra, não a uma viagem botânica.
str_npc1_signup|Estou certo de que o capitão Faramir entenderia que há outros que podem manter o Inimigo à varanda com ainda mais valor e coragem.
str_npc2_signup|Oh, um dia feliz! Eu ficaria feliz em participar da sua empresa.
str_npc3_signup|Confie em mim, comandante, toda a cerveja que eu preciso é a bebida doce da vitória. Se você pode me liderar contra o inimigo, eles logo sentirão o fim comercial de uma lança Rohirrim!
str_npc4_signup|É oferecido com prazer, e você pode me receber para sua companhia, comandante.
str_npc5_signup|Entendo. Eu admito ter ouvido falar de você e suas façanhas.
str_npc6_signup|Eu não gosto de violência e armas de guerra, mas eu sei como me defender em uma confusão.
str_npc7_signup|Eu sou hábil com um machado, tanto o tipo de empunhar como o de lançamento. Eu também posso manter suas contas baixas se você me deixar falar com os comerciantes. E eu tenho um olho para encontrar os melhores pedaços de pilhagem de inimigos caídos no campo de batalha.
str_npc8_signup|De fato? Bem, eu simplesmente preciso reunir minhas ervas e receitas.
str_npc9_signup|Um Uruk luta vale mais do que todos os seus snagas. Um Uruk de combate nunca corre da batalha.
str_npc10_signup|Mesmo? Você faria bem em me alistar.
str_npc11_signup|Siga sua mob Ai? Ar! Eu ouvi sobre todos esses acontecimentos no oeste, incursões e tudo, e centenas de nossos meninos estão dentro. Eu irei dar uma olhada com você o mesmo e ver o que você está fazendo.
str_npc12_signup|Siga sua turba, ai? Posso ter finalmente conseguido um pouco de sorte. Eu dou um bom rumble, eu acho, e meu chicote está vigilante. É provado que é uma parcela justa da pele de meus rapazes.
str_npc13_signup|Posso seguir você se você me tiver. Minhas pernas fazem o bom título de um cavalo entre eles e minhas mãos sabem bem a sensação de lâminas da lua crescente. Meus dedos podem fazer flechas de outono como a situação das estrelas em nosso inimigo, seja a cavalo ou a pé, no entanto, como eu luto estará a seu comando.
str_npc14_signup|Talvez, com certeza, não sou ladrão ou bandido. Não vou roubar, nem tomar o que outras vidas possam achar necessário.
str_npc15_signup|Heh-heh. Você está certo! Siiiim! Você é sabio, Grande Capitão.
str_npc16_signup|Aguardo ordens, com cada segundo passando escurecendo meu coração. Não posso mais aguardar os planos de lares e capitães tão distantes que não se percebem, a sua existência se acredita mais na lenda do que na carne. Senhores cujas ordens sussurradas são trazidas e gritadas por homens menores. Eu espero, e comigo, a vingança do meu povo também espera.
str_npc17_signup|Muito bom! Conheço muitas árvores. Em breve você conhecerá muitas árvores também. Como eu. Porque eu conheço muitas árvores.
str_npc1_signup_2|Levaria um momento para conversar com o meu Capitão e reunir as minhas coisas.
str_npc2_signup_2|Preciso falar com o meu sargento primeiro e depois vamos - há batalhas gloriosas a serem lutas e todos os costumes de criaturas estranhas para ver!
str_npc3_signup_2|Eu estive esperando por alguém para me levar, então eu só preciso montar meu cavalo e estamos prontos para montar
str_npc4_signup_2|Eu caçei o jogo muitas vezes com arcos e jogando lanças. Vou caçar o orc sob seu comando. E tenho alguma habilidade em curar, tenho certeza de que será necessário.
str_npc5_signup_2|Talvez, juntando-se à sua empresa e forçando muito, onde não espero, o Inimigo será desequilibrado. Eu vou vir.
str_npc6_signup_2|Talvez eu possa ensinar você a se mover mais rápido e a fazer menos barulho. Vamos.
str_npc7_signup_2|Se você pode manter o alto-pessoal na sua empresa na fila, especialmente os Elfos sorrateiros, com prazer me juntarei a você
str_npc8_signup_2|Devo avisá-lo, porém, sou bastante inútil na batalha. Mas tenho certeza que você é capaz de manter uma mulher da minha idade segura.
str_npc9_signup_2|Mas você deve decidir rapidamente, os guardas aqui estão ficando suspeitos.
str_npc10_signup_2|Você não vai se arrepender de me levar.
str_npc11_signup_2|Muitas coisas lá fora, para o meu nariz cheire, e minha faca para provar. Eles não sabem muito agora, mas são aprendizes rápidos, tudo bem. O que você diz?
str_npc12_signup_2|Vou mostrar suas lesmas onde há um chicote, há uma vontade e dar-lhes o máximo de chicote que suas peles vão levar. Se seus rapazes tomá-lo bem, deve colocá-los em um bom trote. O que você diz?
str_npc13_signup_2|Conheça, no entanto, que minha lealdade está sempre com meus parentes. Eu lutei muito e perdi muito para eles. Não vou virar as costas para eles porque o destino deles será o meu.
str_npc14_signup_2|É apenas afortunado que aqueles que não são mais deste mundo não precisam de os tesouros deste mundo e tenho a sorte de ser habilidoso de maneiras que eu possa ajudar a aliviar as necessidades mundiais dos donos desses tesouros.
str_npc15_signup_2|Ah, este é um ótimo momento para Bolzog The Gifted, e para você, Great Lord! Devemos conquistar juntos, você, indestrutível com meu toque de cura, e eu, o grande sábio Orc que deve apoiá-lo
str_npc16_signup_2|Temo que não aguarde mais. Tenho a intenção de me juntar à próxima festa para sair do acampamento, com a aprovação do meu chefe ou não. Temo que a guerra acabe por muito tempo antes de eu me juntar a ela.
str_npc17_signup_2|Vou pegar algumas das minhas ferramentas e podemos sair. Há este carvalho no caminho certo, devo mostrar-lhe!
str_npc1_signup_response_1|Eu poderia usar um guarda-redes experiente, você pode participar.
str_npc2_signup_response_1|Muito bem. Podemos usar um pouco de alegria nesses tempos obscuros.
str_npc3_signup_response_1|Muito bem. Sela - vamos sair em breve.
str_npc4_signup_response_1|Impressionante. Estamos prontos para sair, sempre que você estiver, minha Senhora.
str_npc5_signup_response_1|Teremos a honra de ter a companhia de um senhor elfo.
str_npc6_signup_response_1|Muito bem. Espero que você não fique longe do primeiro orc que vemos.
str_npc7_signup_response_1|Muito bem, Mestre Dwarf, você pode se juntar a nós.
str_npc8_signup_response_1|Você estará seguro conosco, eu prometo. Nós vamos sair em breve.
str_npc9_signup_response_1|Muito bom. Faça o que lhe disser, e eu vou te alimentar bem.
str_npc10_signup_response_1|Muito bem, vamos lá.
str_npc11_signup_response_1|Muito bem, vamos lá.
str_npc12_signup_response_1|Eu acho que poderíamos usá-lo.
str_npc13_signup_response_1|Eu acho que poderíamos usá-lo.
str_npc14_signup_response_1|Muito bem, vamos lá.
str_npc15_signup_response_1|Hmmm. Admiro sua ... confiança. Faça o seu equipamento juntos.
str_npc16_signup_response_1|Que tal me seguir?
str_npc17_signup_response_1|Ótimo! Espero que você não fale de árvores o tempo todo
str_npc1_signup_response_2|Não tenho necessidade de sua empresa no momento, boa sorte para você.
str_npc2_signup_response_2|Desculpe, eu mudei de idéia.
str_npc3_signup_response_2|Desculpe, eu mudei de idéia - talvez da próxima vez.
str_npc4_signup_response_2|Peço desculpas, minha senhora, talvez outra vez.
str_npc5_signup_response_2|Pensando bem, talvez precisemos ajudar o Lothlórien sozinho.
str_npc6_signup_response_2|Desculpe, eu não posso imaginar você em um campo de batalha.
str_npc7_signup_response_2|Desculpe, gosto de elfos.
str_npc8_signup_response_2|Me desculpe, todos lutam na minha companhia.
str_npc9_signup_response_2|Eu mudei de ideia. Quem procura por você pode vir para mim em seguida.
str_npc10_signup_response_2|Mudei de ideia.
str_npc11_signup_response_2|Eu não preciso de você, escravo.
str_npc12_signup_response_2|Mudei de ideia. 
str_npc13_signup_response_2|Mudei de ideia.
str_npc14_signup_response_2|Mudei de ideia.
str_npc15_signup_response_2|Na verdade, acho que vou procurar um verdadeiro curandeiro e não um fanfarrão.
str_npc16_signup_response_2|Eu já ouvi o bastante
str_npc17_signup_response_2|Por outro lado, penso ter mudado de opinião. Você é um pouco de porca, não é?
str_npc1_payment|Eu me juntaria a você, mas meu capitão Faramir perderia minha presença aqui. [custos {reg14} Influência com {s14}]
str_npc2_payment|O sargento de guarda não me deixa ir, tenho medo. [custos {reg14} Influência com {s14}]
str_npc3_payment|Ahem, parece que eu corri uma boa guia na boa taberna aqui, então eu precisarei resolver minha conta antes que eu possa sair. [custos {reg14} Influência com {s14}]
str_npc4_payment|Eu me juntaria a você, mas quem cuidará dos feridos se a cidade for atacada? [custos {reg14} Influência com {s14}]
str_npc5_payment|Nós deveríamos sair logo. O valor da minha vinda será diminuído se o Inimigo perceber minha presença antes de termos atingido. Mas Lothlórien também precisa de mim aqui. [custos {reg14} Influência com {s14}]
str_npc6_payment|Eu me juntaria a você, mas meu dever está aqui. [custos {reg14} Influência com {s14}]
str_npc7_payment|Eu me juntaria a você, mas receio que meu honorável pai Dwalin não entenda por que eu deixei a cidade em um momento de necessidade. [custos {reg14} Influência com {s14}]
str_npc8_payment|Não posso abandonar meus deveres aqui, meu rei ainda precisa de mim. Estou muito preocupado com a saúde dele. [custos {reg14} Influência com {s14}]
str_npc9_payment|Eu quero sair com você, mas os guardas no portão não me deixam. ^ Confie em mim, eu tentei. [custos {reg14} Influência com {s14}]
str_npc10_payment|Eu me juntaria a você, mas meu dever está aqui. [custos {reg14} Influência com {s14}]
str_npc11_payment|Eu só preciso de alguém para fazer no chefe. Poderíamos esperar até que ele fechasse os olhos para escorrer, mas acho que alguém realmente alto pode fechar os olhos. Ai! [custos {reg14} Influência com {s14}]
str_npc12_payment|Hai! Yoi! Preciso lembrar aos meninos que mantenham seus gumes manchados fechados ou os High Ups receberão o meu número e 'avança para mim, eles vão. [custos {reg14} Influência com {s14}]
str_npc13_payment|Infelizmente, os Chieftains aqui não permitirão minha licença. Você é capaz de convencê-los de outra forma? [custos {reg14} Influência com {s14}]
str_npc14_payment|O capitão do Haven exigirá muita persuasão para minha licença. Convence-o e devemos navegar através desta tempestade. [custos {reg14} Influência com {s14}]
str_npc15_payment|Ah sim. Nobre Guerreiro-Senhor! Um pequeno impedimento está lá! Uma grande injustiça aconteceu comigo, que o mestre desta caverna não gostou da minha oferta de cura e roubou toda a minha engrenagem! A bochecha! Para roubar do Great Bolzog! Mestre, não consigo recuperar meu equipamento inestimável de suas garras imundas! [custos {reg14} Influência com {s14}]
str_npc16_payment|Eu não vou segui-lo, eu irei pelo meu próprio caminho; mas seu caminho pode acompanhar o meu por um tempo. No entanto, antes de viajar essas terras, devo primeiro prestar homenagem àqueles que morreram tentando antes de nós. Mostre-lhes o seu tributo e podemos deixar nossa licença. Nunca devemos esquecer nossos ancestrais. Eles não se esqueceram de nós. [custos {reg14} Influência com {s14}]
str_npc17_payment|Eu gosto de árvores, mas meu velho tio precisa de mim aqui. [custos {reg14} Influência com {s14}]
str_npc1_payment_response|Não se preocupe, eu providenciarei sua licença com ele. [custos {reg14} / {reg15} Influência]
str_npc2_payment_response|Não se preocupe, vou falar com seu sargento. [custos {reg14} / {reg15} Influência]
str_npc3_payment_response|Isso melhor vale a pena. Eu vou resolver com o barkeep. [custos {reg14} / {reg15} Influência]
str_npc4_payment_response|É uma causa nobre, mas tenho certeza que uma substituição pode ser encontrada. [custos {reg14} / {reg15} Influência]
str_npc5_payment_response|Confie em mim, você será mais útil comigo. [custos {reg14} / {reg15} Influência]
str_npc6_payment_response|De agora em diante, seu dever é comigo. [custos {reg14} / {reg15} Influência]
str_npc7_payment_response|O mestre Dwalin entenderá que um anão digno de combate não deve ser mantido de nossos inimigos por muito tempo. [custos {reg 14} / {reg15} Influência]
str_npc8_payment_response|O bem-estar do rei é importante, mas você vai salvar mais vidas comigo. [custos {reg14} / {reg15} Influência]
str_npc9_payment_response|Oh, mas o guarda não ousará detê-lo, se você estiver comigo. [custos {reg 14} / {reg15} Influência]
str_npc10_payment_response|De agora em diante, seu dever é comigo. [custos {reg14} / {reg15} Influência]
str_npc11_payment_response|Não importa o seu chefe, você me serve agora. [custos {reg 14} / {reg15} Influência]
str_npc12_payment_response|Seus garotos receberão novas ordens, eu vou me preocupar com as Grandes Subidas. [custos {reg14} / {reg15} Influência]
str_npc13_payment_response|Eles vão ver o contrário, pois eu sou seu chefe agora. [custos {reg14} / {reg15} Influência]
str_npc14_payment_response|Você não precisa se preocupar com o antigo mestre do porto. [custos {reg14} / {reg15} Influência]
str_npc15_payment_response|Sem preço, não é? Vou pegar seu equipamento. [custos {reg14} / {reg15} Influência]
str_npc16_payment_response|Eu homenudo os antepassados, os seus e os meus. [custos {reg 14} / {reg15} Influência]
str_npc17_payment_response|Seu tio ficará bem. Você está comigo agora. [custos {reg14} / {reg15} Influência]
str_npc1_morality_speech|Capitão, não consigo entender como você pode {s21} e abandonar nossos homens. O capitão Faramir jamais perderia de vista a compaixão por seus Rangers e os causou sofrer sem necessidade.
str_npc2_morality_speech|Espero que você não se importe com o meu dizer, mas é um pouco difícil para mim ver-nos {s21}. Talvez eu devesse tentar ser mais um soldado endurecido, mas se você pudesse tentar mais ... cuidar dos nossos soldados, eu dormiria melhor
str_npc3_morality_speech|Comandante, nós Eorlingas nunca {s21}. Nossos cavalos não se cansam facilmente e, uma vez que nos reagrupamos, não há uma situação em que uma carga bem-programada não pode decidir a nosso favor. Tenha atenção na próxima vez que batalharemos contra as chances.
str_npc4_morality_speech|Não preste atenção ao que os soldados dizem, às vezes para {s21} é o curso de ação mais sábio. Eu, por um lado, aprecio as vidas poupadas e os membros intactos, se não for mais além de lutar outro dia, quando o destino nos olha com favor.
str_npc5_morality_speech|Você deve reconsiderar suas ações, comandante. Para {s21} não nos torna mais honrados do que o Inimigo e diminuem a confiança de nossos amigos.

str_npc7_morality_speech|Não fiquei satisfeito por ter decidido {s21}. Cair em batalha é uma honra para qualquer anão de pensamento direito, mas lutar em uma empresa liderada por um covarde é uma desgraça. O que os meus primos dizem se eles souberem disso?
str_npc8_morality_speech|Comandante, devo me opor. Para {s21} é áspero para os homens e desnecessário. Eu faço o que posso para aliviar o sofrimento, mas não faça outro erro caro.
str_npc9_morality_speech|A luta Uruk-hai não faz {s21}. Se o Mestre tiver poucas tripas, ele pode encontrar-se sem eles uma noite. Gulm falou.





str_npc15_morality_speech|Você pode pensar que Bolzog the Great pode curar tudo, {playername}, mas mesmo eu tenho meus limites! Se você continuar com {s21}, mesmo meu talento terá dificuldade! Você deve me dar algum apoio! Eu não posso ressuscitar os mortos, se morrem de fome ou são pirateados em pedaços!


str_npc1_2ary_morality_speech|Capitão, fui criado como Dúnedain, tanto em valor como em honra. Eu preferiria se não houvesse {s21}.


str_npc4_2ary_morality_speech|Seu perdão, comandante. As mulheres da minha estação aceitarão a morte, mas não a desonra. Para {s21} traz vergonha para minha casa e antepassados.










str_npc15_2ary_morality_speech|Oi-oi-oi! Você é esperto, Senhor! Você pega o ouro, e acena com a cabeça, e diz "sim mestre", mas todo o tempo que você planejou isso! Oi oi! Somente, devemos ter cuidado, que The Big One não vê você enganá-lo ...


str_npc1_personalityclash_speech|Eu mencionei odeio {s11}?
str_npc2_personalityclash_speech|Eu mencionei odeio {s11}?
str_npc3_personalityclash_speech|Comandante, como é que acabamos com {s11} em nossa empresa? Ele é ágil o suficiente a pé, eu acho, mas ele fala de emboscadas muitas vezes para o meu gosto - não é diferente da natureza cautelosa de seu povo.
str_npc4_personalityclash_speech|Eu mencionei odeio {s11}?
str_npc5_personalityclash_speech|Eu mencionei odeio {s11}?
str_npc6_personalityclash_speech|{playername}, eu apenas vi {s11} andar descaradamente sobre um ninho de pássaros jovens. Sua torpeza destruiu a vida jovem de criaturas inocentes.
str_npc7_personalityclash_speech|Lord {s11} faz bem em uma batalha, mas eu me pergunto se ele cega o inimigo pelo brilho de seus cabelos? Ou eles se adormecem de sua fama e comportamento inconcebível?
str_npc8_personalityclash_speech|Comandante, devo apresentar uma queixa contra {s11}. Ele continua a incomodar-me sobre fazer dele um certo brew chamado "a fada verde".
str_npc9_personalityclash_speech|Eu mencionei odeio {s11}?
str_npc10_personalityclash_speech|Eu mencionei odeio {s11}?
str_npc11_personalityclash_speech|Eu mencionei odeio {s11}?
str_npc12_personalityclash_speech|Eu mencionei odeio {s11}?
str_npc13_personalityclash_speech|Eu mencionei odeio {s11}?
str_npc14_personalityclash_speech|Eu mencionei odeio {s11}?
str_npc15_personalityclash_speech|Eu mencionei odeio {s11}?
str_npc16_personalityclash_speech|Eu mencionei odeio {s11}?
str_npc17_personalityclash_speech|Eu mencionei odeio {s11}?
str_npc1_personalityclash_speech_b|Eu odeio {s11}.
str_npc2_personalityclash_speech_b|Eu odeio {s11}.
str_npc3_personalityclash_speech_b|Eu não negociei com as pessoas de Gondor, mas nós faríamos melhor com cavaleiros mais ousados e com pouquíssimos relvantes, se você conseguir minha deriva.
str_npc4_personalityclash_speech_b|Eu odeio {s11}.
str_npc5_personalityclash_speech_b|Eu odeio {s11}.
str_npc6_personalityclash_speech_b|Seus caminhos anão podem servi-lo bem no subsolo, embora seja uma maravilha ele não caiu em um feio eixo. Talvez ele devesse ter.
str_npc7_personalityclash_speech_b|Nós faríamos melhor com um herói anão, alguém como Durin the Deathless de antigamente, e deixa os Elves atraírem suas florestas.
str_npc8_personalityclash_speech_b|É feito de absinto embebido em licor e aparentemente favorecido por menestréis e vagabundos por ver coisas que não estão lá. Eu duvido que você aprova seus soldados perseguindo o ar no campo de batalha, tanto quanto pode ser divertido assistir.
str_npc9_personalityclash_speech_b|Eu odeio {s11}.
str_npc10_personalityclash_speech_b|Eu odeio {s11}.
str_npc11_personalityclash_speech_b|Eu odeio {s11}.
str_npc12_personalityclash_speech_b|Eu odeio {s11}.
str_npc13_personalityclash_speech_b|Eu odeio {s11}.
str_npc14_personalityclash_speech_b|Eu odeio {s11}.
str_npc15_personalityclash_speech_b|Eu odeio {s11}.
str_npc16_personalityclash_speech_b|Eu odeio {s11}.
str_npc17_personalityclash_speech_b|Eu odeio {s11}.
str_npc1_personalityclash2_speech|Eu mencionei odeio {s11}?
str_npc2_personalityclash2_speech|Eu mencionei odeio {s11}?
str_npc3_personalityclash2_speech|Eu mencionei odeio {s11}?
str_npc4_personalityclash2_speech|Eu mencionei odeio {s11}?
str_npc5_personalityclash2_speech|Eu mencionei odeio {s11}?
str_npc6_personalityclash2_speech|Eu mencionei odeio {s11}?
str_npc7_personalityclash2_speech|Uma pequena sucata, eh capitão? Se apenas um pouco arruinado pela conduta daquela Elf-woman {s11}
str_npc8_personalityclash2_speech|Eu mencionei odeio {s11}?
str_npc9_personalityclash2_speech|Eu mencionei odeio {s11}?
str_npc10_personalityclash2_speech|Eu mencionei odeio {s11}?
str_npc11_personalityclash2_speech|Eu mencionei odeio {s11}?
str_npc12_personalityclash2_speech|Eu mencionei odeio {s11}?
str_npc13_personalityclash2_speech|Eu mencionei odeio {s11}?
str_npc14_personalityclash2_speech|Eu mencionei odeio {s11}?
str_npc15_personalityclash2_speech|Eu mencionei odeio {s11}?
str_npc16_personalityclash2_speech|Eu mencionei odeio {s11}?
str_npc17_personalityclash2_speech|Eu mencionei odeio {s11}?
str_npc1_personalityclash2_speech_b|Eu odeio {s11}.
str_npc2_personalityclash2_speech_b|Eu odeio {s11}.
str_npc3_personalityclash2_speech_b|Eu odeio {s11}.
str_npc4_personalityclash2_speech_b|Eu odeio {s11}.
str_npc5_personalityclash2_speech_b|Eu odeio {s11}.
str_npc6_personalityclash2_speech_b|Eu odeio {s11}.
str_npc7_personalityclash2_speech_b|Eu a vi encolhendo na parte traseira, apenas liberando uma flecha ou duas na direção geral do inimigo. Eu digo que ela vá cuidar dos pássaros e das abelhas, para que possamos prosseguir com o sangrento trabalho de matar o inimigo.
str_npc8_personalityclash2_speech_b|Eu odeio {s11}.
str_npc9_personalityclash2_speech_b|Eu odeio {s11}.
str_npc10_personalityclash2_speech_b|Eu odeio {s11}.
str_npc11_personalityclash2_speech_b|Eu odeio {s11}.
str_npc12_personalityclash2_speech_b|Eu odeio {s11}.
str_npc13_personalityclash2_speech_b|Eu odeio {s11}.
str_npc14_personalityclash2_speech_b|Eu odeio {s11}.
str_npc15_personalityclash2_speech_b|Eu odeio {s11}.
str_npc16_personalityclash2_speech_b|Eu odeio {s11}.
str_npc17_personalityclash2_speech_b|Eu odeio {s11}.
str_npc1_personalitymatch_speech|Você notou a graça de {s11} nessa última batalha? A maneira como ela se move em torno do inimigo antes de atingir o golpe final? É como as histórias de antigamente, quando as donzelas elvenas exibiam tanto equilíbrio no campo de batalha como em seus belos campos florestais
str_npc2_personalitymatch_speech|Com licença, comandante. Eu estava ajudando {s11} com reparos de armas menores após a última sucata, e ele mesmo prometeu me ensinar a melhorar minhas greves.
str_npc3_personalitymatch_speech|Não é uma escrava Rohan na carga total de uma visão para se ver? Concedido, nossas mulheres são melhores pelo coração, mas depois de ter assaltado o inimigo naquela última batalha, estou começando a ter dúvidas.
str_npc4_personalitymatch_speech|Uma batalha de grandes feitos, comandante, e meus parabéns pela vitória. Percebi o quão {s11} silencioso e seguramente cuidava dos feridos e doente, mesmo quando o último inimigo obteve o que merecia.
str_npc5_personalitymatch_speech|Eu mencionei que eu gosto de {s11}?
str_npc6_personalitymatch_speech|{playername}, tanto quanto odeio batalhas, não consigo deixar de notar que meu Senhor [s11] está sai em completo esplendor e se debruçou sobre as criaturas feias como um falcão.
str_npc7_personalitymatch_speech|sangrento e vitorioso, assim como eu gosto!Eu fiz, tanto faz, segurar uma ferida aberta foi quase suficiente para enfaixar rapidamente
str_npc8_personalitymatch_speech|Outra vitória para você, comandante, e eu admiro sua habilidade em poupar as vidas dos nossos homens.Guerreiros como {s11} parecem ser de grande uso em seus planos de batalha.
str_npc9_personalitymatch_speech|Eu mencionei que eu gosto de {s11}?
str_npc10_personalitymatch_speech|Eu mencionei que eu gosto de {s11}?
str_npc11_personalitymatch_speech|Eu mencionei que eu gosto de {s11}?
str_npc12_personalitymatch_speech|Eu mencionei que eu gosto de {s11}?
str_npc13_personalitymatch_speech|Eu mencionei que eu gosto de {s11}?
str_npc14_personalitymatch_speech|Eu mencionei que eu gosto de {s11}?
str_npc15_personalitymatch_speech|Eu mencionei que eu gosto de {s11}?
str_npc16_personalitymatch_speech|Eu mencionei que eu gosto de {s11}?
; str_npc17_personalitymatch_speech|Umm, chief. I think {s11} could make it well in the woods. Can tell an ash from a willow.
; str_npc1_personalitymatch_speech_b|I find the company of {s11} very pleasing and her native woodcraft a rare glimpse in what remains of Sindarin skills in the world. You know, my father named me after the legendary Sindarin Elf captain serving King Thingol of Doriath and I always feel a special bond to the fair race.
; str_npc2_personalitymatch_speech_b|My folks at home always told me stories about the Ithilien Rangers and now I can see for myself they are all true. If they are all like {s11}, I feel Gondor is safer for it.
; str_npc3_personalitymatch_speech_b|Commander, as a personal favour, might I ask if you can order {s11} to stay more to the rear in the next battle? I could not stand to see her harmed, and it's not the ale talking.
str_npc4_personalitymatch_speech_b|Preservar vidas é a tarefa mais nobre, e eu sinto consanguinidade com esse tipo de alma, mesmo se nossos mundos caiam.
str_npc5_personalitymatch_speech_b|Eu gosto {s11}.
str_npc6_personalitymatch_speech_b|Eu me questiono quantos anos ele tem.Talvez uma duzia de seculos a mais que eu? Esqueça, você não entenderia.
; str_npc7_personalitymatch_speech_b|{s11} and her Dale-kin, even if not quite up to dwarven warrior standards, have proven to be steadfast allies in this War. A good choice for a friend and companion among Men, if I may say so.
; str_npc8_personalitymatch_speech_b|The people of Dale have a deep regard for the hardy Lonely Mountain Dwarven-folk, as friends and protectors despite our different race and customs.
str_npc9_personalitymatch_speech_b|Eu gosto {s11}.
str_npc10_personalitymatch_speech_b|Eu gosto {s11}.
str_npc11_personalitymatch_speech_b|Eu gosto {s11}.
str_npc12_personalitymatch_speech_b|Eu gosto {s11}.
str_npc13_personalitymatch_speech_b|Eu gosto {s11}.
str_npc14_personalitymatch_speech_b|Eu gosto {s11}.
str_npc15_personalitymatch_speech_b|Eu gosto {s11}.
str_npc16_personalitymatch_speech_b|Eu gosto {s11}.
str_npc17_personalitymatch_speech_b|Meu povo se da bem com os Woodelves. Eles gostam de árvores também. Todos nós gostamos de árvores.
str_npc1_retirement_speech|Estou ficando um pouco cansado da vida de guerreiro, vou me aposentar.
str_npc2_retirement_speech|Estou ficando um pouco cansado da vida de guerreiro, vou me aposentar.
str_npc3_retirement_speech|Estou ficando um pouco cansado da vida de guerreiro, vou me aposentar.
str_npc4_retirement_speech|Estou ficando um pouco cansado da vida de guerreiro, vou me aposentar.
str_npc5_retirement_speech|Estou ficando um pouco cansado da vida de guerreiro, vou me aposentar.
str_npc6_retirement_speech|Estou ficando um pouco cansado da vida de guerreiro, vou me aposentar.
str_npc7_retirement_speech|Estou ficando um pouco cansado da vida de guerreiro, vou me aposentar.
str_npc8_retirement_speech|Estou ficando um pouco cansado da vida de guerreiro, vou me aposentar.
str_npc9_retirement_speech|Estou ficando um pouco cansado da vida de guerreiro, vou me aposentar.
str_npc10_retirement_speech|Estou ficando um pouco cansado da vida de guerreiro, vou me aposentar.
str_npc11_retirement_speech|Estou ficando um pouco cansado da vida de guerreiro, vou me aposentar.
str_npc12_retirement_speech|Estou ficando um pouco cansado da vida de guerreiro, vou me aposentar.
str_npc13_retirement_speech|Estou ficando um pouco cansado da vida de guerreiro, vou me aposentar.
str_npc14_retirement_speech|Estou ficando um pouco cansado da vida de guerreiro, vou me aposentar.
str_npc15_retirement_speech|Estou ficando um pouco cansado da vida de guerreiro, vou me aposentar.
str_npc16_retirement_speech|Estou ficando um pouco cansado da vida de guerreiro, vou me aposentar.
str_npc17_retirement_speech|Estou ficando um pouco cansado da vida de guerreiro, vou me aposentar.
str_npc1_rehire_speech|É bom vê-lo novamente, capitão. Devo me juntar a você mais uma vez?
str_npc2_rehire_speech|Mas que belo dia! Comandante, posso juntar-me a você novamente?
str_npc3_rehire_speech|Ho! Deveríamos cavalgar juntos de novo?
str_npc4_rehire_speech|Bem vindo novamente. Devemos continuar onde paramos?
str_npc5_rehire_speech|É bom ver você, {player name}. Vamos viajar juntos novamente.
str_npc6_rehire_speech|É bom ver você, {player name}. Vamos viajar juntos novamente.
str_npc7_rehire_speech|Meu machado está pronto, {playername}. Devo reunir-me com você?
str_npc8_rehire_speech|Você é uma visão bem-vinda. Devo me juntar a você novamente?
str_npc9_rehire_speech|Gulm está pronto para matar por você novamente. Nós vamos?
str_npc10_rehire_speech|Posso servi-lo novamente?
str_npc11_rehire_speech|Posso servi-lo novamente?
str_npc12_rehire_speech|Posso servi-lo novamente?
str_npc13_rehire_speech|Posso servi-lo novamente?
str_npc14_rehire_speech|Posso servi-lo novamente?
str_npc15_rehire_speech|Aah, Grande Senhor! Procurei tanto tempo por você, como a palavra de seus atos gloriosos tocam a Terra Média! Certamente você perdeu minhas habilidades? Você me receberá mais uma vez para completar o seu Grande Exército?
str_npc16_rehire_speech|Posso servi-lo novamente?
str_npc17_rehire_speech|Hey. Hora de irmos de novo? Árvores não se mechem muito. Mas eu gosto de me mover. Mas eu gosto de árvores também.
; str_npc1_home_intro|Captain, we are approaching Osgiliath now, so let us be on the lookout for friend and foe alike.
str_npc2_home_intro|Seja vigilante, comandante, essa deve ser Minas Morgul ali. Você sente que alguma coisa está nos observando.
str_npc3_home_intro|Uma conselho, comandante. Nós estamos nos aproximando de Entwood agora e os cavalos etão ficando cansados. Alguns chamam a floresta de Fangorn, também.
str_npc4_home_intro|Vamos parar aqui por um minuto, comandante. A nossa frente, entre o Anduin e o Limilight, descansa p campo de Celebrant, onde Eorl o Jovem cavalgou para salvar nossos aliados de Gondor.
str_npc5_home_intro|Daro! Essa é Isengard e a torre negra de Orthanc afrente. Muito mudou desde que os vi pela última vez, e nenhuma para melhor.
; str_npc6_home_intro|Excuse me, {playername}. The paths in this part become more twisted and some lead to dead-ends. We must be approaching Dol Guldur.
; str_npc7_home_intro|Oy, captain! This must be the old path to the Eastern Gates of Khazad-dûm, or Moria as you may prefer. You can see in the distance the glittering lake of Kheled-zâram, and, through the clouds, the three peaks known to grace this part of the Misty Mountains.
; str_npc8_home_intro|Oh, a curious sight! I heard stories about this place where sturdy woodmen are said to live in harmony with animals and plants. Beornings they are called, I gather.
str_npc9_home_intro|Maldição! Deve haver Hornburg por aqui, mestre.
str_npc10_home_intro|Ei, olhe!
