dlga_start:mutiny_pretalk_1|Hey, {playername}. Vit siga tær.. ^Menn her grenja! Vilja meira stuttligt, minnið ganga.
dlga_lord_capture_troll_completed_two_trolls:lord_capture_troll_completed_two_trolls_thankyou|Tvey kríatúr! Frálíkt, {playername}. Tú hevur víst at vera verdan, og slík evni og slíkur trúðskapur skal vera tær løntur. Við tínum tveimum trøllum, klára vit okkum uttan eitt av teimum, sum vit nýta til royndir. Tað er ein vælvandur trælur, klárur berjast eftir boðum. Vit meina TÍNUM boðum, {playername}.
dlga_lord_capture_troll_completed_two_trolls_thankyou:lord_capture_troll_completed_two_trolls_thankyou_info|Kann eitt villinnidjór noyðast at fylgja boðum?
dlga_lord_capture_troll_completed_two_trolls_thankyou:lord_capture_troll_completed_two_trolls_thankyou_accept|Takk fyri, harri. Tygum verða nøgdur við hvussu trøllið verður nýtt.
dlga_lord_capture_troll_completed_two_trolls_thankyou:lord_capture_troll_completed_two_trolls_thankyou_refuse|Takk fyri, harri. Men eg eri ikki verdur eina so stóra gávu. Tað er ov vandamikið hjá mær.
dlga_lord_capture_troll_completed_two_trolls_thankyou:lord_capture_troll_completed_two_trolls_thankyou_refuse.1|Takk fyri, harri. Men eg eri ikki verdur eina slíka gávu. [no room in party!]
dlga_lord_capture_troll_completed_two_trolls_thankyou:lord_capture_troll_completed_two_trolls_thankyou_raise|Harri, eg kann fføra størri oyðing, um tú eisini gevur beistinum eina brynju [10/{reg20} influence]. 
dlga_lord_capture_troll_completed_two_trolls_thankyou_info:lord_capture_troll_completed_two_trolls_thankyou|Setur tú spurning við eginleikarnar hjá harra tínum, {playername}? Beistið er vant upp til at loypa á fíggindar so skjótt teir eru í eygsjón. Tað er nóg mikið. Men tú og hermenn tínir skulu halda greiða frástøðu frá beistinum, tá tað berjist, og aldrin standa millum tað og offur tess, um tit ikki vilja teljast teirra millum.
dlga_lord_capture_troll_completed_two_trolls_thankyou_accept:lord_pretalk|Far nú og oyð fíggindar mínar við nýggju gávu tíni.
dlga_lord_capture_troll_completed_two_trolls_thankyou_refuse:lord_pretalk|Sum tú vilt, meðni. Onkur annar av tænarum mínum veit sær at nýta hetta máttmikla stríðsvápnið.
dlga_lord_capture_troll_completed_two_trolls_thankyou_raise:lord_pretalk|Váðar tú tær at biðja um eitt trøll í fullari brynju, {playername}, til tín at stýra? Tað er ikki eitt lítið ting, tú biðjur um. Men tú ert ein evnríkur tænari, og og Vit vita íblástur tín. Okkum dáma tað. Tað skal vera tær givið.
dlga_lord_capture_troll_completed_two_trolls_thankyou_raise:lord_capture_troll_completed_two_trolls_thankyou|Hvat billar tú tær inn, at biðja Okkum um meira, enn tað Vit ætlaðu tær við stóra vídómi Okkara? {playername}, tú hevur víst teg at vera ein stórfingin tænari í dag, men lat ikki slíkan frekleika royna tol Okkara aftur!
dlga_lord_capture_troll_completed_one_troll:close_window|Frálíkt, {playername}. Tú ert ein sera trúgvur og hentur tænari. Trøllið verður ógvuliga hent á náa málum okkara. Tað ert koyrt í fangtippið.
; dlga_lord_start:close_window.1|Too long ago, I asked you to take me one troll alive. But I should have known. How could I expect someone like {playername} to be up to the challenge. My servant was not skilled or faithful enough.
dlga_lord_start:lord_generic_mission_completed.1|Tíðindini um bragd tíni ímóti villini trøllunum bórust mær. {s12} hevur eitt minnið at vera bangin um, takka verið tær, {playername}.
; dlga_lord_start:lord_generic_mission_completed.2|Our scouts near {s12} have told us about your success. This will teach them from spying on us.^^The destruction of this camp will surely halt our enemies' advance.
; dlga_lord_start:destroy_scout_camp_failed|Our scouts near {s12}'s camp saw you and your men retreat. This is disappointing, {playername}. ^^Your failure resulted in the attack of vital supply lines. It will take some time to recover.
; dlga_destroy_scout_camp_failed:close_window|I will do better next time.
; dlga_lord_start:lord_generic_mission_completed.3|We have heard from our scouts near {s12} that you have valiantly defended the village. These raiders are becoming bolder every day... ^^We sense that war is surely coming. Thank you once more, {playername}.
; dlga_lord_start:defend_village_failed|We have heard from our scouts near {s12} that you have failed to defend the village. The villagers were either slaughtered or made into slaves. These raiders are becoming bolder every day... ^^We sense that war is surely coming.
; dlga_defend_village_failed:close_window|I will do better next time.
; dlga_lord_start:lord_generic_mission_completed.4|We saw the flames coming from the village near {s12}. We heard the screams. This is only the beginning, {playername}. ^^War is coming.
; dlga_lord_start:raid_village_failed|We saw some of your men running away from the village near {s12}. You dare come back here and show your face, {playername}?. ^^There will be war, but with failures like this, you may be its first casualty.
; dlga_raid_village_failed:close_window|I will do better next time.
; dlga_lord_start:lord_generic_mission_completed.5|Your men have witnessed your bravery in battle, {playername}. You have shown them that we are the superiour force.
; dlga_lord_start:kill_quest_failed|I have heard that you failed to do what I asked you to. Disappointing, {playername}.
; dlga_lord_start:lord_generic_mission_completed.6|Your men have witnessed your bravery in battle, {playername}. You have earned my respect.
; dlga_kill_quest_failed:close_window|I will do better next time.
; dlga_lord_start:lord_follow_spy_completed|{s4}
dlga_lord_start:lord_follow_spy_half_completed|Skamm fái tær! Eg vildi hava TVEIR fangar, {playername} -- tað, tú ert komin við, er so at siga púra nyttuleyst! Eg veit longu alt, sum njósnarin veit. Tað var hyljaranum eg var eftir. Her! Hálvgjørt gevur bert hálvan vinning. Tak hann og slepp tær avstað.
dlga_lord_start:lord_follow_spy_half_completed.1|Eg bað um tveir fangar, {playername}, ikki ein. Tveir! Men tó, tað sær út til, at tú fangaði hyljaran hjá njósnaranum, sum var meiri umráðandi. Njósnarin dyttar sær ikki aftur higar og fer at vísa seg at vera heldur nyttuleysur hjá harra sínum. Tað, hóast alt, betri enn einki. Eg gangi út frá, at tú skilur, at tú bert fært hálva løn fyri hálvt arbeiði. 
dlga_lord_start:lord_follow_spy_failed|Sanniliga, {playername}, tú hevur víst teg at vera púra óbrúkiligur. At miseydnast bæði njósnaran OG hyljaran kemur niður á eitt støði av óansni eg ikki helt var til! Gloym alt um nakra løn. Tú hevur ikki gjørt nakað, sum ger teg verdan til hana!
dlga_lord_follow_spy_half_completed:lord_pretalk|Eg gjørdi mítt besta, {s65}.
dlga_lord_follow_spy_completed:lord_pretalk|Takk fyri, {s65}.
dlga_lord_follow_spy_failed:lord_pretalk|Hmf.. Sum tygum vilja, {s65}.
; dlga_lord_start:lord_generic_mission_completed.7|I have received reports that all refugees were safely escorted. We thank you {playername} for your help. In this war, it is the innocent that suffer the most.
; dlga_lord_start:lord_defend_refugees_failed|{playername}, I have received reports that the refugees were intercepted by raiders and were all slaughtered. This is very disappointing...
; dlga_lord_defend_refugees_failed:lord_defend_refugees_failed_1a|Forgive me, {s65}, I was unable to defend them.
; dlga_lord_defend_refugees_failed_1a:lord_pretalk|It is the innocent that suffer the most in wars. There might be more refugee trains in the future, {playername}. I hope you are more prepared next time.
; dlga_lord_start:lord_defend_refugees_half_completed|I have received reports that only {reg17} refugee trains reached their destination. This is unfortunate, but that is the cost of war. There might be more refugee trains in the future, {playername}. I hope you are more prepared next time.
; dlga_lord_defend_refugees_half_completed:lord_pretalk|I will be more prepared next time, my lord. 
; dlga_lord_start:lord_generic_mission_completed.8|I have received reports that the refugees were all killed, and that prisoner trains will be coming soon... You did well, {playername}. This is only the beginning, we shall rule over this land soon enough.
; dlga_lord_start:lord_hunt_refugees_failed|{playername}, our spies tell us that you failed to intercept {reg1} of the refugee trains. They are weak and slow, and still you fail. What use are you?
; dlga_lord_hunt_refugees_failed:lord_hunt_refugees_failed_1|They were slippery, master. I was unable to track them down.
; dlga_lord_hunt_refugees_failed_1:lord_pretalk|Maybe you are not good enough to command the armies that will bring this world to its heels if you cannot even defeat the wounded and the sick!^^ Begone, and pray I give you a second chance.
dlga_lord_start:lord_generic_mission_completed.9|Skamm fái meg, um tú ikki kláraði tað, {playername}. Allir trælirnir eru aftur og eru farnir beint í gongd við at heysta. Tú hevur sanniliga uppiborið løn tína. Her, fá tær hana við míni kvøðu.
dlga_lord_start:lord_bring_back_runaway_serfs_failed|{playername}. Eg havi tolin bíðað eftir trælum mínum, tó er eingin komin aftur í aftur. Hevur tú nakra frágreiðing? Vart tú lumpaður av fávitskum djórum, ella ert tu simpulthen evnalítil?
dlga_lord_bring_back_runaway_serfs_failed:lord_bring_back_runaway_serfs_failed_1a|Umber meg, {s65}, trælirnir vóru hálari enn állar.
dlga_lord_bring_back_runaway_serfs_failed_1a:lord_pretalk|Hmf, hatta er ein vánalig umbering ein slíkan ósigur, {playername}. Um tú vilt umbera meg, so noyðist eg at fanga nýggja menn velta áðrenn vit øll hungra.
dlga_lord_start:lord_runaway_serf_half_completed|Tú skuffar meg, {playername}. Har vóru tríggir bólkar av trælum, sum eg bað fáa fatur á. Tírggir! Ikki {reg17}. So noyðast teir, sum tú fekst fatur á bara at arbeiða tað harðari, fyri at gera upp fyri teir mistu. Viðvíkjandi tínari løn, {playername}, so gjaldi eg tær bert fyri teir trælir tú hevur fingið fatur á. Her, fá tær teir, og æatum okkum síðani leggja hetta aftur um bak.
dlga_lord_runaway_serf_half_completed:lord_pretalk|Takk fyri, {s65}. Tygum eru sanniliga gávumildur.
dlga_lord_runaway_serf_half_completed:lord_pretalk.1|Huff, hetta vísti seg at vera spill av míni tíð.
dlga_lord_start:lord_deliver_cattle_to_army_thank|Ah, {playername}. Eg eri nøgdur við, at tú komst við {reg13} eindum av {s4}, sum eg bað um. Tú hevur mína virðing.
dlga_lord_deliver_cattle_to_army_thank:lord_pretalk|Eingin trupulleiki, {s65}.
dlga_lord_deliver_cattle_to_army_thank:lord_pretalk.1|Eg eri glaður fyri at tæna.
dlga_lord_start:lord_scout_waypoints_thank|Tú vísur teg at vera ein góður njósnari, {playername}. Boðberi mín bar mær júst samandráttin  av ferð tíni til {s13}, {s14} og {s15}. Væl úr hondum greitt.
dlga_lord_scout_waypoints_thank:lord_pretalk|Ein einføld uppgáva, {s65}.
dlga_lord_scout_waypoints_thank:lord_pretalk.1|Einki, sum eg ikki kláraði.
dlga_lord_scout_waypoints_thank:lord_pretalk.2|Einki at takka fyri, harri.
dlga_lord_start:lord_mission_told_deliver_cattle_to_army|Matgoymslan til heirdeildina minkar ov skjótt, {playername}. Eg havi brúk fyri, at tú gevur mær {reg3} eindir av {s4}, so at eg kann metta hermenninar. Eg leggi ikki í hvaðani tú fært tær, so eg fái tær skjótast gjørligt.
dlga_lord_mission_told_deliver_cattle_to_army:lord_mission_told_deliver_cattle_to_army_accepted|Í lagi, eg skal fáa tær {s4}.
dlga_lord_mission_told_deliver_cattle_to_army:lord_mission_told_deliver_cattle_to_army_rejected|tíverri, harri, I havi aðrar ætlanir.
dlga_lord_mission_told_deliver_cattle_to_army_accepted:close_window|Frálíkt! Tú veist hvat tú skalt, {playername}, so far í gongd. Eg havi brúk matinum fyrr heldur enn seinni.
dlga_lord_mission_told_deliver_cattle_to_army_rejected:close_window|Tað... var óheppið, {playername}. Eg verði noyddur at finna onkran annan at loysa uppgávuna. Vinarliga far hiðani. Eg havi annað at takast við.
dlga_lord_start:lord_report_to_army_asked|Ah, tú ert afturkomin, {playername}. Vit hava bíðað eftir tær. Vónandi hevur tú passaliga mongd av hermonnum við nóg mikið av royndum.
dlga_lord_report_to_army_asked:lord_report_to_army_completed|Eg havi eitt lið av dugnaligum, harðførum hermonnum við mær. Vit eru klárir at fylgja tær.
dlga_lord_report_to_army_asked:lord_report_to_army_continue|Eg havi ikki nóg mikið av hermonnum enn. Eg havi brúk fyri meira av tíð.
; dlga_lord_report_to_army_completed:close_window|Excellent. I will send the word when I have a task for you. {s3}
dlga_lord_report_to_army_continue:close_window|So mast tú heldur skunda tær. Vit fara víðari ímóti fíggindanum skjótt, og eg havi brúk øllum tøkum monnum.
dlga_lord_start:lord_mission_told_scout_waypoints|{playername}, Eg havi brúk fyri einum sjálvbodnum at njósnast kring økið. Okkum mangla í stóran mun kunning, og eg noyðist heilt einfalt at hava eina betri heildarmynd av støðuni, aðrenn vit kunnu halda á fram. I vil hava teg at fara til {s13}, {s14} og {s15} og siga mær frá tí tú finnur.
dlga_lord_mission_told_scout_waypoints:lord_mission_told_scout_waypoints_accepted|Eg meldi meg, harri.
dlga_lord_mission_told_scout_waypoints:lord_mission_told_scout_waypoints_rejected|Eg eri bangin fyri, at eg má nokta.
dlga_lord_mission_told_scout_waypoints_accepted:close_window|Gott! Tú skalt einans fara forbí {s13}, {s14} og {s15} og kanna hvat er har. Skriva alt tú finnur niður og kom síðani aftur til mín skjótast gjørligt.
dlga_lord_mission_told_scout_waypoints_rejected:lord_pretalk|Hmm, eg eri skuffaður av tær, {playername}. Sera skuffaður. Vit práta aftur seinni. Eg noyðist at finna onkran, sum kann kanna mær økið.
dlga_lord_start:lord_buy_prisoner|Mær er latið fortalt, at tú fangaði fígginda okkar {s3}, og at tú hevur hann við tær í løtuni. Væl klárað!^ Lat okkum fáa hann. Har er nógv vitan, sum vit noyðast at fáa úr honum...^^[tú fært {reg14} tilfeingisstig av {s14}]
dlga_lord_buy_prisoner:lord_buy_prisoner_accept|Hann er tykkara.
dlga_lord_buy_prisoner:lord_buy_prisoner_deny|Eg eri bangin fyri, at eg havi aðrar ætlanir til hansara.
dlga_lord_buy_prisoner_accept:lord_pretalk|Frálíkt! Eg sendi menn mínar at føra hann í fongsli við brestin. Hetta fer heilt víst at hjálpa okkara søk.
dlga_lord_buy_prisoner_deny:lord_pretalk|Tað var keðiligt. Hann hevði verði okkum virðismikil, {playername}.
; dlga_tld_intro_1:lord_pretalk|War Tutorial:^^- Factions will only initiate sieges when they are strong enough.^- Most settlements can only be sieged if their faction is weakened enough. Usually, capitals will be sieged last.^- If a faction loses their capital or if their strength is crushed, they will be defeated.^- Factions gain strength from victories in the field and from holding certain key settlements.^- Factions lose strength from defeats in the field or from losing settlements.^- Some quests or events can affect faction strength.^- You can compare the current faction strength ratings in the 'Reports' menu.^- See the Info Pages for more TLD guides.
; dlga_lord_start:lord_pretalk|Ah, welcome, {s24}.^You should already know that {s12}. Your duty is to help in our struggle, {playername}. When you prove yourself worthy of my confidence [level {reg1}], I will also allow you access to that chest over there, for you to store your personal belongings.
dlga_lord_start:lord_talk|Hvat er tað?
dlga_lord_pretalk:lord_talk|Nakað annað?
dlga_lord_talk:lord_lend_companion_end|Eg vil fegin hava {s14} aftur, {s65}, um tú ikki longur hevur brúk fyri {reg3?hennara:hansara} tænastum.
dlga_lord_lend_companion_end:lord_pretalk|Tú hevur longu ov nógvar menn í tíni tænastu, {playername}. Tað ber ikki til hjá tær at fáa fleiri sum nú er.
dlga_lord_lend_companion_end:lord_pretalk.1|Heilt víst, {playername}. {reg3?Hon:Hann} gløgg/ur {reg3?genta:drongur}. Tú er heppin at hava slíkar dugnaligar felagar.
dlga_lord_talk:lord_message_delivered|Eg komi við einum boðum frá {s9}.
dlga_lord_talk:lord_message_delivered_enemy|Eg komi við einum boðum frá {s9}.
dlga_lord_talk:lord_active_mission_1|Viðvíkjandi uppgávuni tygum gav mær...
dlga_lord_talk:lord_request_mission_ask|Hava tygum nakrar uppgávur til mín?
; dlga_lord_talk:dwarf_lord_book|{s3}, I have a matter which I must bring to your attention.
; dlga_dwarf_lord_book:dwarf_lord_book_give|Speak freely, {playername}.
; dlga_dwarf_lord_book_give:dwarf_lord_book_give_a|I ventured deep into the Mines of Moria and found record of Balin's company.
; dlga_dwarf_lord_book_give_a:dwarf_lord_book_give_b|You speak of my kin as though they are a memory. Is it so?
; dlga_dwarf_lord_book_give_b:dwarf_lord_book_give_c|I'm afraid it is. I'd have searched further but I was beset by goblins, and in great number. I bring only this...
; dlga_dwarf_lord_book_give_c:dwarf_lord_book_give_d|'We cannot get out. We cannot get out...They are coming.'
; dlga_dwarf_lord_book_give_d:dwarf_lord_book_give_e|So it is as I feared. I had counseled Balin against this expedition but he was resolved. A fool I was for giving him leave to go.
; dlga_dwarf_lord_book_give_e:dwarf_lord_book_give_f|You have done Erebor a great service, {playername}, and your deed will not go unrewarded.
; dlga_dwarf_lord_book_give_f:dwarf_lord_book_give_g|Thank you, {s3}.
; dlga_dwarf_lord_book_give_g:dwarf_lord_book_give_h|What will you do now?
; dlga_dwarf_lord_book_give_h:dwarf_lord_book_give_i|We will not let the murders of our kin go unanswered. We will bring ruin and death to those who have wronged us. From the peaks of Mt. Gundabad to the deepest pits of Khazad-dûm, the Misty Mountains will be stained black with goblin blood.
; dlga_dwarf_lord_book_give_i:dwarf_lord_avenge|{s3}, I wish to help {s4} people avenge Balin and his company.
; dlga_dwarf_lord_book_give_i:lord_pretalk|I wish you good luck with that.
; dlga_dwarf_lord_avenge:close_window|Very good, {playername}. Go with the blessings of Durin's folk and bring death to our enemies. Make them know pain and fear as our people have known them.
dlga_lord_talk:find_lost_spears_permission|Harri, eg vil sleppa inn í Einsomu fjøllini, í míni leitan eftir horvnu svørðum Bladorlinar kongi.
dlga_find_lost_spears_permission:lord_pretalk|Tú hevur longu fingið atgongd, {playername}.
dlga_find_lost_spears_permission:find_lost_spears_permission_yes|Í lagi, {playername}, tú kanst sleppa inn.
dlga_find_lost_spears_permission:lord_pretalk.1|Tíverri, men eg havi ikki nokk alít á tær enn, {playername}.
dlga_find_lost_spears_permission_yes:lord_pretalk|Takk fyri, harri.
; dlga_lord_talk:tell_dorwinion_sack|My lord, I found a sack with a fading emblem of grapes and some shards of wood and metal inside that could have belong to a spear.
; dlga_tell_dorwinion_sack:tell_dorwinion_sack_2|Very interesting. This ancient sack could have born the mark of the finest wines that could only come from Dorwinion.
; dlga_tell_dorwinion_sack_2:tell_dorwinion_sack_3|I also found this Rhun helm in the sack. Could this tell us more about what happened to the Spears?
; dlga_tell_dorwinion_sack_3:lord_pretalk|Caravans are often robbed along the way. That helm is from a Rhun Scout. Follow the river down south to the Sea of Rhun and search the trade routes to Dorwinion and you may find what you are looking for. NOTE: THIS QUEST IS NOT YET COMPLETED. TO BE CONTINUED.
; dlga_lord_talk:lord_healer_wound_ask|I have heard that you were a great healer. Is this true, and can you help me?
; dlga_lord_healer_wound_ask:lord_pretalk|{s1}
; dlga_lord_healer_wound_ask:lord_healer_wound_ask_check|{s1}
; dlga_lord_healer_wound_ask_check:lord_healer_wound_heal|My men and I have wounds that require more than just time to heal. Can you heal our wounds?
; dlga_lord_healer_wound_ask_check:lord_healer_injured_ask|My men and I are injured, and we do not have the time to wait for them to heal. Can you provide aid?
; dlga_lord_healer_wound_ask_check:lord_pretalk|Not right now.
; dlga_lord_healer_wound_heal:lord_healers_wound_check|{s1}
; dlga_lord_healer_injured_ask:lord_healers_injured_check|{s1}
; dlga_lord_healers_injured_check:lord_healers_injured_heal|Yes, attend to us.
; dlga_lord_healers_wound_check:lord_healers_wound_heal|Yes, attend to us.
; dlga_lord_healers_wound_check:lord_pretalk|Not right now.
; dlga_lord_healers_injured_check:lord_pretalk|Not right now.
; dlga_lord_talk:ring_hunters_start|My lord, I am prepared to take more arduous tasks to serve you better and end this war. What would you have me do?
; dlga_ring_hunters_start:ring_hunters_check|{playername}, you have done great deeds and proven yourself worthy of the task I will now request of you. I trust you to deal with this matter as best you see fit, but know that our foe is dangerous and bloodshed will be unavoidable. Is your company strong enough for battle?
; dlga_ring_hunters_check:ring_hunters_1|Yes, my lord. I have a group of well-trained, battlehardened men. We are ready for anything.
; dlga_ring_hunters_check:ring_hunters_check_failed|I am afraid not, my lord.
; dlga_ring_hunters_check_failed:lord_pretalk|Then you are not ready for this task yet,{playername}. Go and gather more troops.
; dlga_ring_hunters_1:ring_hunters_2|Excellent. The North has recently been plagued by a marauding band of outlaws, who raid villages and ambush travellers searching for rings of any kind   You are to hunt these bandits down and put an end to their quest. Survivors of their last pillaging have reported two groups.   The first is returning with their loot to their encampment on the eaves of Mirkwood. The other, advances towards Beorn's House in great numbers, and I fear what may happen if they are left unimpeded.
; dlga_ring_hunters_2:ring_hunters_what|My lord, what could they be searching for?
; dlga_ring_hunters_2:ring_hunters_accept|My lord, I will do what is necessary to stop these... 'Ring Hunters'
; dlga_ring_hunters_2:ring_hunters_reject|I am not ready for such a task just yet.
; dlga_ring_hunters_accept:close_window|With bravery in your heart and sharp steel in your hands you will, {playername}. We will await news of your success.
; dlga_ring_hunters_reject:lord_pretalk|I see. Let me know when you are, but make haste, we do not want them to succeed.
; dlga_ring_hunters_what:ring_hunters_2|Designs of the Enemy are hidden from us, but we can see thes ruffians are bent on finding what they are looking for.  I cannot reveal all that we know, for much hangs in the balance and secrecy is paramount. Whatever they seek must be a powerful weapon, one to be used to cause more destruction in the Dark Lord's name.
; dlga_ring_hunters_what:ring_hunters_2.1|The Dark Lord previously sent emissaries to different dwarven clans, asking about the rings of power given to our people. These bandits may be looking for them, or others like them...   Whether true or not, they must not fall into the Dark Lord's hands.
; dlga_lord_talk:ring_hunter_party_defeated|My lord, I come bearing ill news... Though I have defeated the Ring Hunters terrorizing the villages, their leaders were not there. They may have found what they were looking for
; dlga_ring_hunter_party_defeated:ring_hunter_party_defeated2|This is not ill news,{playername}. We have heard of your great victory! The lives of those villagers matter more to our cause than any weapon. As we speak, the Beornings are amassing their strength, invigorated by your victory.     Moreover, we don't believe that these Ring Hunters found what they are looking for. If it was the weapon we feared, then we would have felt something... a disturbance.
; dlga_ring_hunter_party_defeated2:ring_hunter_quest_end|I am glad, then. Whatever this weapon may have been... they may still be looking for it. I will remain vigilant and remain on the lookout for more of these Ring Hunters.
; dlga_ring_hunter_quest_end:close_window|We all will. Thank you once more for your service, {playername}.
; dlga_lord_talk:ring_hunter_lair_defeated_elf|My lord, though I was unable to intercept the Ring Hunters terrorizing the villages, I was able to defeat their leaders in their lair. They had this in their possession.
; dlga_ring_hunter_lair_defeated_elf:ring_hunter_lair_defeated|I see, a ring, but not THE ring. Not even one of the great rings, yet not a mere trinket either. There is some power woven into it.
; dlga_ring_hunter_lair_defeated:ring_hunter_lair_defeated2|Then we were right to snatch it from the Dark Lord’s fingers, before he could use it to spread his Shadow over the land and have it seep into the hearts of many.
; dlga_ring_hunter_lair_defeated2:ring_hunter_lair_quest_end|You must keep this ring and use it to fight the Enemy and his armies. I trust you to use it well.
; dlga_ring_hunter_lair_quest_end:close_window|This is an honour, my Lord, thank you! My heart will stay true and my arm strong.
; dlga_start:ring_hunters_party_attack|Look here, men. More lambs to the slaughter.
; dlga_ring_hunters_party_attack:ring_hunters_party_attack_2|Your rampage has come to an end.
; dlga_ring_hunters_party_attack_2:close_window|Check their packs and their fingers. Save one to torture. Everyone else is for eating!
; dlga_start:ring_hunter_lair_defeat|That ring belongs to the Dark Lord! You can not have it!
; dlga_ring_hunter_lair_defeat:ring_hunter_lair_defeat2|It belongs to me now.
; dlga_ring_hunter_lair_defeat2:close_window|Do you think you’ve won a great victory? A pale tattered shade of one, perhaps. Bah! Our warband marched out long before you arrived. You are too late to save those they went after!
; dlga_start:beorn_message|My {lord/lady}, we received a warning from {s1} that a large outlaw warband was headed our way! Alas, there was no time to gather enough warriors. Having heard the sound of battle, we prepared for the worst!
; dlga_beorn_message:beorn_message2|That was no band of ordinary outlaws. They were the Dark Lord's worst of the worst, at least here in the North. Their leaders, however, were not here. Their den lies near Mirkwood Forest and I must make haste.
; dlga_beorn_message2:beorn_message_end|Yes, we were warned about the camp also and sent scouts towards it. We saw them burn it down and swiftly ride towards Mordor. If you chose to rush there first, you may not have been able to help us. We are truly grateful for your victory!
; dlga_beorn_message_end:beorn_message_close|I must report back and tell {s1} about the battle. Go back to your village and dispatch scouts. There may be stragglers.
; dlga_beorn_message_close:close_window|Yes, commander. We shall remain vigilant and send for more men from the distant hamlets. Your victory today has inspired us all.
dlga_lord_give_troops:lord_give_troops_check|Styrkja herlið mítt? Eg havi altíð brúk fyri fleiri hermonnum.
dlga_lord_give_troops:lord_pretalk|Tíverri hevur tú ongar {s14} hermenn at styrkja meg við.
dlga_lord_give_troops_check:lord_give_troops_check_1|Lat meg kanna hermannalistan...
dlga_lord_give_troops_check_1:lord_pretalk|So tú hevur broytt meining...^eg skilji.
dlga_lord_give_troops_check_1:lord_pretalk.1|Eg havi ikki brúk fyri hasum hermonnunum her...^Tak teir aftur.
dlga_lord_talk:lord_get_reward_item_ask|I vil biðja um ein serstakan lut.
dlga_lord_get_reward_item_ask:lord_talk|Tað sær ikki út til, at tú hevur pláss fyri fleiri lutum. Veit meira pláss og kom síðani aftur.
dlga_lord_get_reward_item_ask:lord_get_reward_item|Meinar tú tað? Minst til, at tær nýtist eina ávísa tign og at hava stóra mongd av ávirkan, fyri at hava serstakar lutir uppibornar.^Hvat fái eg givið tær?
dlga_lord_get_reward_item:lord_get_reward_item_answer|{s24}: {s20} [kostar {reg14}/{reg15} ávirkan]
dlga_lord_get_reward_item:lord_pretalk|Líka mikið.
dlga_lord_get_reward_item_answer:lord_pretalk|Í lagi. Má nýstlan beina fyri fíggindum okkara.
dlga_lord_talk:marshall_ask|Eg vil fegin ráðføra meg við teg um kríggið.
dlga_marshall_ask:lord_pretalk|Eg havi ikki hug at ráføra meg við teg, síðani tú einans ert {s25}, {playername}. Heldur hevði eg vilja lurta eftir tær, um tú vart {s24}, men tað ert tú ikki.
dlga_marshall_ask:lord_pretalk.1|Tú ert ein viðurkendur herleiðari, {playername}, men ávirkan tín manglar. Tað hevði ikki verið skynsamt at lurtað eftir ráðum tínum. ^[{reg15} ávirkan neyðug, einans {reg14} til staðar]
dlga_marshall_ask:lord_pretalk.2|Vit hava valla ráð at møta fíggindanum beinleiðis, {playername}. Vit noyðast at byggja her okkara og gerðast sterkir, men tíverri eru vit einans {s23}.
dlga_marshall_ask:lord_pretalk.3|Vit eru á eini herferð, {playername}. Ráð tíni moyðast at bíða.
dlga_marshall_ask:marshall_suggest|Eg lurti, {playername}. Hvørji eru ráð tíni?
dlga_marshall_suggest:marshall_answer|Vit eiga at kringseta {s1} sum skjótast.
dlga_marshall_suggest:lord_pretalk|Líka mikið, eg líti á tínar metingar.
; dlga_player_siege_discuss:player_siege_discuss_1|I am listening, my Lord.
; dlga_player_siege_resource_check:lord_pretalk|No, the time is not yet right.
; dlga_player_siege_check_passed:player_siege_accept|Very well. Go, {playername}, and march with the blessings of {s2}. We are counting on you to lead our people to victory.
; dlga_player_siege_accept:close_window|Thank you, my Lord. I will not let you and {s2} down.
dlga_marshall_answer:close_window|Lat so verða,  {playername}, eg fari at fylgja ráðum tínum. Eg sendi boð, um at samlahermegi okkara.^fylg og halt teg nær mær - vit ríða til {s4}!
dlga_lord_talk:deliver_gift_1|Eg komi við eini gávu av {s1} frá {s3} til fólki í {s2}.
dlga_send_gift_1:lord_pretalk|Tú ert longu {s4}, {playername}. Tað hevði verið skynsamt av tær at útvega tað fyrst.
dlga_send_gift_1:lord_pretalk.1|Tíverri, tú hevur ikki ráð at senda eina gávu sum er, {playername}.^^[ikki nóg mikið av tilfeingisstigum]
dlga_send_gift_1:send_gift_2|Í lagi. Hvørjum hevur tú hug at geva eina gávu?
dlga_send_gift_1:send_gift_2.1|Í lagi. Hvønn hevur tú hug at mutra?
dlga_send_gift_2:lord_pretalk|Líka mikið.
dlga_send_gift_3:send_gift_4|Hvørja gávu hevur tú hug at geva teimum?
dlga_send_gift_3:send_gift_4.1|Hvat fyri mutur hevur tú hug at geva teimum?
dlga_send_gift_4:lord_pretalk|Líka mikið.
dlga_send_gift_5:lord_pretalk|Í lagi {playername}. Góða eydnu.
dlga_lord_talk:lord_give_order_ask|I havi eina nýggja uppgávu til tín.
dlga_lord_give_order_ask:lord_give_order|Ja?
dlga_lord_give_order:lord_give_order_answer|Fylg mær. [Kostar {reg1}/{reg2} árvikan]
dlga_lord_give_order:lord_give_order_details_ask|Far til... [Kostar {reg1}/{reg2} ávirkan]
dlga_lord_give_order:lord_give_order_details_ask.1|Ver á varhaldi kring...[Kostar {reg1}/{reg2} ávirkan]
